RestaurantID,RestaurantName,Cuisine,City,Area,OpeningTime,ClosingTime,Rating,AverageCost,OwnerName,RestaurantType,Latitude,Longitude
194,Tasty Diner,Italian,Pune,Mg Road,07:00:00,01:00:00,3.8,673.0,Harshil Gade,Cloud Kitchen,16.166848,88.862206
195,Urban Bites,Bbq,Jaipur,Mg Road,07:00:00,00:00:00,3.6,627.0,Hemal Kuruvilla,Dine-In & Delivery,33.474366,71.818301
196,Spicy Kitchen,Street Food,Chennai,New Town,10:00:00,22:00:00,4.0,727.0,Indira Raghavan,Cloud Kitchen,11.566851,80.815691
197,Golden Diner,Chinese,Lucknow,Old Town,10:00:00,00:00:00,3.7,287.0,Wazir Chad,Delivery Only,27.817917,80.42152
198,Grand Bites,Bbq,Ludhiana,Lake View,09:00:00,23:00:00,4.0,128.0,Nachiket Sethi,Delivery Only,19.335628,87.15408
199,Spicy Treats,Sushi,Coimbatore,Civil Lines,10:00:00,22:00:00,4.0,563.0,Upasna Raghavan,Dine-In,17.22195,70.458256
200,Golden Bites,Healthy Food,Chennai,Civil Lines,11:00:00,00:00:00,4.4,531.0,Idika Suri,Dine-In & Delivery,14.1056,84.534312
201,Green Bites,Desserts,Hyderabad,Mg Road,08:00:00,23:00:00,3.8,838.0,Liam Sharma,Dine-In & Delivery,8.84119,73.711163
202,Green Hub,Desserts,Kochi,Mg Road,09:00:00,01:00:00,3.9,238.0,Lohit Chander,Dine-In,29.040866,81.095734
203,The Grill,Desserts,Chandigarh,Mg Road,10:00:00,01:00:00,3.9,181.0,Aadi Suri,Dine-In,14.114196,79.111004
204,Golden Bites,Healthy Food,Indore,Ring Road,08:00:00,22:00:00,3.3,498.0,Bhanumati Swaminathan,Dine-In & Delivery,15.048523,73.387095
205,Urban House,Mughlai,Chandigarh,Lake View,10:00:00,01:00:00,3.2,326.0,Nandini Sami,Delivery Only,22.509742,88.571165
206,Blue Bites,Burgers,Jaipur,Park Street,07:00:00,00:00:00,3.3,478.0,Maanas Chaudhari,Dine-In & Delivery,13.592783,81.146385
207,Grand Cafe,Biryani,Mumbai,Lake View,08:00:00,00:00:00,3.5,556.0,Chavvi Ravel,Delivery Only,32.656398,88.441188
208,The Diner,Mexican,Visakhapatnam,Sector 12,10:00:00,00:00:00,4.1,189.0,Zayan Narayanan,Dine-In,27.002628,78.931645
209,Green Kitchen,Continental,Bhubaneswar,Mg Road,07:00:00,23:00:00,4.4,415.0,Tejas Mohan,Qsr,23.271244,72.297484
210,Blue Corner,Bakery,Patna,Lake View,10:00:00,00:00:00,3.3,524.0,Yuvraj Uppal,Cloud Kitchen,30.651923,88.039184
211,Royal Hub,Continental,Visakhapatnam,Sector 12,09:00:00,01:00:00,4.8,410.0,Ganga Dua,Cloud Kitchen,29.780834,70.947752
212,Grand Hub,Seafood,Hyderabad,Market Area,10:00:00,23:00:00,3.1,634.0,Lekha Basu,Qsr,24.346626,72.777932
213,Green Hub,Burgers,Chennai,Hill Road,09:00:00,23:00:00,4.7,233.0,Finn Rattan,Qsr,12.501983,72.158633
214,Urban Kitchen,Street Food,Indore,Station Road,08:00:00,00:00:00,3.5,457.0,Rachana Bajwa,Dine-In,28.604942,72.31954
215,Urban Kitchen,Mexican,Pune,Sector 12,08:00:00,00:00:00,2.9,866.0,Urvashi Hayer,Qsr,24.867841,83.793174
216,Green Kitchen,Street Food,Indore,Central,09:00:00,22:00:00,3.9,458.0,Leena Lata,Qsr,23.672423,79.324192
217,The Treats,Pizza,Bhubaneswar,Station Road,11:00:00,23:00:00,4.1,398.0,Omisha Vaidya,Delivery Only,13.562593,81.208341
218,Green Grill,Bakery,Guwahati,Central,11:00:00,23:00:00,3.6,261.0,Januja Dara,Cloud Kitchen,21.25417,83.603663
219,The Bites,Seafood,Chandigarh,Ring Road,10:00:00,22:00:00,3.3,531.0,Aarna Guha,Cloud Kitchen,12.364492,85.345544
220,Golden Bites,North Indian,Raipur,Old Town,08:00:00,01:00:00,4.6,639.0,Chatresh Narayanan,Cloud Kitchen,20.189296,86.503086
221,Curry House,Seafood,Guwahati,Civil Lines,08:00:00,22:00:00,3.8,411.0,Faqid Basu,Cloud Kitchen,12.115637,80.861888
222,Golden Grill,Sushi,Patna,Ring Road,11:00:00,22:00:00,4.7,290.0,Warda Ravel,Dine-In & Delivery,18.230998,81.420401
223,Green Diner,North Indian,Surat,Station Road,10:00:00,00:00:00,3.1,500.0,Nikita Batta,Cloud Kitchen,30.098523,80.964893
224,Royal Diner,Bakery,Mumbai,Sector 12,10:00:00,22:00:00,4.3,100.0,Gagan Narula,Dine-In,11.783596,86.640563
225,Urban House,Bakery,Ludhiana,Park Street,09:00:00,00:00:00,4.1,224.0,Upkaar Dhar,Delivery Only,26.593295,84.58675
226,Golden House,Burgers,Chandigarh,Old Town,08:00:00,01:00:00,3.2,392.0,Manya Dash,Dine-In,11.868826,85.823823
227,Green Point,Bakery,Nagpur,Civil Lines,11:00:00,23:00:00,3.3,100.0,Balvan Randhawa,Dine-In,12.690279,74.521051
228,Curry Kitchen,Mughlai,Nagpur,Hill Road,11:00:00,00:00:00,4.0,441.0,Owen Bandi,Delivery Only,8.120582,74.509863
229,Green Cafe,Healthy Food,Delhi,Market Area,07:00:00,00:00:00,3.0,168.0,Aadhya Panchal,Cloud Kitchen,23.56625,88.53066
230,The Diner,North Indian,Chennai,Park Street,10:00:00,23:00:00,4.1,555.0,Jackson Butala,Cloud Kitchen,25.770966,72.664387
231,The Diner,Desserts,Mumbai,New Town,10:00:00,23:00:00,2.6,197.0,Liam Choudhury,Delivery Only,9.182245,87.508441
232,Curry Treats,Healthy Food,Kolkata,Hill Road,07:00:00,01:00:00,3.9,534.0,Widisha Zachariah,Delivery Only,21.610448,85.71272
233,Grand Hub,Thai,Bhubaneswar,Old Town,07:00:00,22:00:00,4.1,570.0,Nirja Ramakrishnan,Dine-In,28.048842,79.500979
234,Blue Corner,Seafood,Patna,Civil Lines,08:00:00,00:00:00,3.5,485.0,Qarin Kumar,Dine-In & Delivery,22.848644,73.832867
235,Curry Hub,Mughlai,Bhubaneswar,Market Area,09:00:00,22:00:00,3.7,337.0,Warda Gill,Dine-In & Delivery,9.377426,88.628107
236,Curry Treats,,Visakhapatnam,Lake View,09:00:00,22:00:00,3.1,509.0,Yadavi Tak,Qsr,24.926455,83.110286
237,Blue Point,Pizza,Jaipur,Market Area,10:00:00,22:00:00,3.1,215.0,Radhika Kadakia,Qsr,30.303074,72.239819
238,Blue Bites,Seafood,Indore,Central,11:00:00,23:00:00,4.2,416.0,Jasmit Shah,Dine-In,31.517671,83.447103
239,Green Corner,Thai,Nashik,Central,10:00:00,00:00:00,4.4,382.0,Arin Gara,Dine-In,26.547669,79.559312
240,Royal Kitchen,Healthy Food,Pune,Civil Lines,09:00:00,01:00:00,3.6,679.0,Ekavir Deshpande,Qsr,18.014572,80.832716
241,The Diner,Fast Food,Raipur,Mg Road,10:00:00,23:00:00,3.7,506.0,Aarav Nori,Cloud Kitchen,29.86774,71.226917
242,Golden Cafe,South Indian,Nagpur,Sector 12,10:00:00,22:00:00,3.8,474.0,Ayaan Sekhon,Dine-In,8.167603,83.353928
243,Tasty Grill,Seafood,Vadodara,Mg Road,11:00:00,23:00:00,3.8,625.0,Leela Sharma,Cloud Kitchen,19.084148,80.184123
244,Blue Bites,Mexican,Patna,Hill Road,09:00:00,22:00:00,3.9,383.0,Ojas Kibe,Delivery Only,23.08851,82.007924
245,Curry House,Fast Food,Lucknow,Sector 12,07:00:00,22:00:00,4.0,140.0,Unnati Khare,Delivery Only,15.013727,88.904002
246,Tasty Treats,Sushi,Bhopal,Hill Road,07:00:00,22:00:00,4.4,148.0,Bakhshi Contractor,Cloud Kitchen,22.651319,87.77612
247,Grand House,South Indian,Nashik,Lake View,11:00:00,01:00:00,3.6,359.0,Bhavani Khare,Qsr,20.381111,82.303159
248,Grand Corner,North Indian,Lucknow,Hill Road,10:00:00,23:00:00,4.0,774.0,Upkaar Thakkar,Dine-In & Delivery,12.292267,78.615911
249,Tasty Grill,Mughlai,Pune,Old Town,11:00:00,22:00:00,4.4,155.0,Amaira Dayal,Cloud Kitchen,32.944467,80.257553
250,Tasty Treats,South Indian,Kochi,Lake View,10:00:00,22:00:00,3.5,170.0,Jeevika Devan,Cloud Kitchen,12.479521,81.059262
251,Green Hub,Chinese,Mumbai,Lake View,07:00:00,23:00:00,3.3,331.0,Indira Tiwari,Cloud Kitchen,31.275734,70.695456
252,The Bites,South Indian,Kolkata,Sector 12,09:00:00,23:00:00,4.6,400.0,Bhavya Wagle,Cloud Kitchen,27.446915,76.877702
253,Urban Bites,Mexican,Jaipur,Mg Road,11:00:00,22:00:00,,495.0,Kiaan Natt,Qsr,11.601346,77.084745
254,Curry Grill,Healthy Food,Pune,Lake View,11:00:00,00:00:00,3.4,435.0,Reyansh Vohra,Qsr,27.907155,70.031375
255,Tasty Corner,Bbq,Kochi,Mg Road,09:00:00,22:00:00,4.0,941.0,Omya Venkatesh,Dine-In & Delivery,30.570773,81.60971
256,The Hub,Sushi,Kochi,Old Town,11:00:00,22:00:00,4.4,779.0,Qasim Sami,Cloud Kitchen,10.932124,79.793667
257,Grand Hub,South Indian,Raipur,Ring Road,07:00:00,00:00:00,3.9,555.0,Yashica Sharaf,Dine-In & Delivery,12.812761,82.004783
258,Blue Hub,Biryani,Bhopal,Hill Road,08:00:00,22:00:00,4.0,100.0,Anirudh Kothari,Dine-In & Delivery,31.861546,72.024607
259,Green Treats,Healthy Food,Nagpur,Mg Road,07:00:00,01:00:00,2.7,225.0,Gaurang Gandhi,Delivery Only,12.671505,88.289031
260,Grand Grill,Bakery,Nagpur,Park Street,09:00:00,22:00:00,4.5,370.0,Manya Kadakia,Qsr,12.792929,83.220707
261,Urban Kitchen,Mughlai,Kochi,Central,09:00:00,22:00:00,4.3,710.0,Ekaraj Bir,Cloud Kitchen,18.92076,88.663848
262,Golden Diner,Biryani,Delhi,Park Street,09:00:00,23:00:00,3.3,745.0,Yashoda Natarajan,Dine-In,20.199977,87.531933
263,Royal Treats,Burgers,Raipur,Civil Lines,07:00:00,00:00:00,3.3,408.0,Advika Nigam,Dine-In & Delivery,28.340365,76.071464
264,Blue Corner,Continental,Lucknow,Park Street,07:00:00,01:00:00,3.4,497.0,Azaan Ganesan,Cloud Kitchen,8.50871,84.552121
265,Grand Cafe,South Indian,Raipur,Old Town,11:00:00,01:00:00,3.8,609.0,Lohit Biswas,Cloud Kitchen,16.356435,70.461
266,The Grill,Mughlai,Vadodara,Sector 12,11:00:00,01:00:00,4.4,766.0,Zayyan Johal,Qsr,32.029251,74.329149
267,Green Cafe,Desserts,Nashik,Mg Road,08:00:00,22:00:00,4.3,612.0,Riya Subramaniam,Delivery Only,22.197035,85.944096
268,The House,Sushi,Surat,Park Street,07:00:00,01:00:00,3.7,414.0,Falguni Sagar,Cloud Kitchen,25.804166,77.181768
269,Curry Kitchen,Pizza,Kochi,Ring Road,08:00:00,00:00:00,4.1,201.0,Chaaya Sani,Qsr,14.687885,73.788888
270,Golden Kitchen,North Indian,Chennai,Market Area,10:00:00,22:00:00,4.5,423.0,Matthew Khatri,Dine-In & Delivery,15.950926,84.207779
271,Royal Cafe,Fast Food,Raipur,Ring Road,08:00:00,23:00:00,4.0,146.0,Aryan Nagar,Delivery Only,28.024766,70.76246
272,Royal Diner,Street Food,Jaipur,Station Road,10:00:00,23:00:00,3.7,622.0,Jeremiah Nagarajan,Dine-In & Delivery,14.205371,71.096232
273,Green Treats,Biryani,Surat,Park Street,10:00:00,23:00:00,4.1,615.0,Bhanumati Bajwa,Dine-In,23.021175,84.714903
274,The Point,Mexican,Bengaluru,Hill Road,07:00:00,22:00:00,3.7,475.0,Vrinda Pingle,Delivery Only,14.103194,80.336532
275,Blue Point,Desserts,Ludhiana,Hill Road,10:00:00,00:00:00,3.8,582.0,Gayathri Uppal,Dine-In,31.372165,83.478139
276,Tasty Cafe,South Indian,Ludhiana,Lake View,07:00:00,22:00:00,4.0,373.0,William Magar,Delivery Only,26.047985,74.564948
277,Royal Kitchen,Bbq,Ahmedabad,Station Road,07:00:00,00:00:00,,484.0,Qasim Jha,Cloud Kitchen,30.415107,77.963503
278,Urban House,Fast Food,Bhubaneswar,Lake View,10:00:00,00:00:00,3.1,587.0,Edhitha Lata,Cloud Kitchen,15.342335,85.0564
279,Spicy House,Thai,Indore,Civil Lines,08:00:00,01:00:00,4.3,100.0,Aradhana Dua,Delivery Only,18.925442,77.319203
280,The Grill,North Indian,Bhubaneswar,Station Road,10:00:00,01:00:00,4.0,504.0,Falan Iyengar,Cloud Kitchen,24.562623,78.461772
281,Golden Diner,Sushi,Surat,New Town,09:00:00,00:00:00,4.1,203.0,Frederick Bahl,Cloud Kitchen,22.732871,78.612731
282,Curry Cafe,Italian,Kolkata,New Town,07:00:00,22:00:00,4.1,198.0,Bhavna Apte,Cloud Kitchen,15.57344,86.888748
283,Spicy Grill,Bakery,Indore,Civil Lines,11:00:00,00:00:00,4.2,536.0,Advik Nigam,Dine-In,27.129271,73.85986
284,Blue Bites,Mexican,Ahmedabad,Park Street,07:00:00,22:00:00,3.7,534.0,Ijaya Ramaswamy,Delivery Only,13.578089,82.040234
285,Tasty Bites,Street Food,Surat,Park Street,11:00:00,22:00:00,3.4,338.0,Andrew Nagarajan,Cloud Kitchen,26.018591,85.456641
286,Tasty Hub,Biryani,Patna,Lake View,09:00:00,00:00:00,4.5,674.0,Aditya Kaur,Qsr,22.160699,81.395546
287,Spicy Grill,Chinese,Bhubaneswar,Sector 12,09:00:00,22:00:00,3.4,326.0,Rachana Lanka,Qsr,23.61016,71.559502
288,Golden Corner,Mughlai,Kolkata,Mg Road,10:00:00,01:00:00,3.6,462.0,Harshil Ravi,Delivery Only,17.698432,83.791391
289,Tasty Bites,North Indian,Jaipur,Civil Lines,11:00:00,01:00:00,3.8,708.0,Jason Sarkar,Dine-In,10.954069,82.915461
290,Golden Corner,Healthy Food,Guwahati,Central,08:00:00,01:00:00,4.7,810.0,Idika Luthra,Dine-In,20.11035,87.640475
291,Royal Bites,Mexican,Hyderabad,Park Street,11:00:00,22:00:00,5.0,134.0,Bhavani Kota,Dine-In & Delivery,10.167033,72.736922
292,Blue Treats,Bbq,Surat,Lake View,10:00:00,23:00:00,3.8,311.0,Ganga Kar,Delivery Only,29.876335,75.967641
293,Spicy Corner,Italian,Coimbatore,Old Town,07:00:00,00:00:00,3.5,731.0,Amol Solanki,Cloud Kitchen,14.60485,75.134545
294,The Diner,Street Food,Nagpur,Station Road,09:00:00,00:00:00,4.1,132.0,Waida Bhagat,Dine-In,14.736962,71.051474
295,Golden Cafe,Thai,Coimbatore,Market Area,07:00:00,00:00:00,5.0,100.0,Unni Hari,Qsr,24.253298,80.268833
296,Golden Treats,Pizza,Nashik,Park Street,11:00:00,23:00:00,3.7,467.0,Karan Mittal,Cloud Kitchen,29.549828,75.443151
297,Grand Grill,Chinese,Nashik,Sector 12,08:00:00,22:00:00,3.3,560.0,Mahika Varughese,Qsr,18.153652,87.038304
298,Tasty Diner,Fast Food,Bengaluru,New Town,09:00:00,23:00:00,3.6,614.0,Hardik Mann,Qsr,10.886434,82.070987
299,Green House,Pizza,Delhi,Civil Lines,10:00:00,23:00:00,4.1,100.0,Eta Naidu,Dine-In,25.802302,86.712402
300,Curry Kitchen,South Indian,Ahmedabad,Park Street,10:00:00,22:00:00,3.1,619.0,Yutika Badal,Dine-In,24.053422,77.247619
301,Urban Diner,Seafood,Ahmedabad,New Town,11:00:00,00:00:00,4.1,244.0,Gaurang Gulati,Cloud Kitchen,26.502897,74.484434
302,Grand Kitchen,Healthy Food,Nashik,Civil Lines,10:00:00,23:00:00,3.6,432.0,Vihaan Banerjee,Qsr,26.37485,70.124984
303,Royal Corner,Fast Food,Ludhiana,Central,07:00:00,22:00:00,2.9,904.0,Nathaniel Sabharwal,Dine-In & Delivery,30.986499,74.196109
304,Golden Grill,Sushi,Coimbatore,Station Road,07:00:00,23:00:00,3.4,456.0,Tejas Gera,Dine-In & Delivery,22.3505,70.435982
305,Curry Kitchen,South Indian,Chennai,Sector 12,11:00:00,23:00:00,4.7,413.0,Samarth Prabhu,Dine-In,15.384502,71.011181
306,Blue House,North Indian,Bhopal,Station Road,11:00:00,00:00:00,4.1,258.0,Wridesh Bandi,Cloud Kitchen,25.908835,85.894021
307,Tasty Cafe,Continental,Chandigarh,Market Area,11:00:00,00:00:00,3.6,264.0,George Kari,Dine-In & Delivery,8.070593,87.816057
308,Blue Hub,Desserts,Guwahati,Civil Lines,09:00:00,00:00:00,4.5,316.0,Rachit Madan,Cloud Kitchen,32.75202,79.63377
309,Grand Kitchen,Continental,Surat,Civil Lines,09:00:00,23:00:00,3.5,277.0,Nachiket Sehgal,Qsr,27.85455,75.542197
310,The Corner,Chinese,Pune,Park Street,08:00:00,23:00:00,4.1,566.0,Hema Keer,Dine-In & Delivery,32.78564,73.222032
311,Grand Corner,Continental,Nagpur,Mg Road,10:00:00,00:00:00,2.9,463.0,Nidra Andra,Delivery Only,25.604198,87.476175
312,Blue Bites,Mexican,Bhubaneswar,New Town,11:00:00,01:00:00,4.1,731.0,Yashoda Halder,Qsr,26.115844,81.624165
313,Green Point,Burgers,Nashik,Market Area,10:00:00,01:00:00,3.3,225.0,Ladli Pingle,Delivery Only,22.968595,79.97356
314,Curry Point,Street Food,Jaipur,Ring Road,08:00:00,22:00:00,4.2,437.0,Yashoda Choudhry,Qsr,17.605458,80.08117
315,Curry Diner,Pizza,Bengaluru,Market Area,09:00:00,22:00:00,4.6,670.0,Dominic Setty,Dine-In & Delivery,29.266044,74.819032
316,Golden Hub,North Indian,Bhubaneswar,Central,08:00:00,00:00:00,4.0,436.0,Aradhana Padmanabhan,Dine-In,14.623018,73.49505
317,Curry House,Continental,Surat,Sector 12,07:00:00,22:00:00,3.8,444.0,Mohini Gopal,Dine-In,30.353047,75.700712
318,The House,Biryani,Chandigarh,New Town,07:00:00,01:00:00,3.9,734.0,Hritik Chatterjee,Cloud Kitchen,15.209348,77.712527
319,Blue House,,Mumbai,Park Street,08:00:00,22:00:00,2.9,366.0,Indali Wason,Qsr,31.134847,85.164382
320,Green Bites,Chinese,Nagpur,Old Town,11:00:00,00:00:00,4.0,329.0,Yug Anne,Delivery Only,21.142648,79.236431
321,Curry Hub,Fast Food,Chennai,Central,09:00:00,22:00:00,3.8,361.0,Garima Joshi,Delivery Only,8.901158,74.824844
322,Royal House,Seafood,Vadodara,Civil Lines,07:00:00,22:00:00,4.6,365.0,Christopher Issac,Qsr,18.998542,75.829405
323,Urban Diner,Italian,Raipur,Old Town,10:00:00,01:00:00,3.5,606.0,Vincent Aggarwal,Cloud Kitchen,9.870894,87.807161
324,Green Point,Pizza,Jaipur,Station Road,09:00:00,00:00:00,3.6,416.0,Bishakha Master,Dine-In & Delivery,27.417768,88.416553
325,Curry Treats,Desserts,Kolkata,Station Road,11:00:00,22:00:00,3.3,368.0,Garima Nadig,Dine-In & Delivery,29.149345,86.832553
326,Spicy Kitchen,Street Food,Bhopal,Market Area,09:00:00,23:00:00,3.9,197.0,Manya Murty,Dine-In,19.196725,73.659749
327,Urban Point,Italian,Visakhapatnam,Station Road,07:00:00,23:00:00,3.8,552.0,Yug Maharaj,Cloud Kitchen,9.150015,83.373847
328,Green Treats,Italian,Kochi,Sector 12,07:00:00,01:00:00,2.9,319.0,Jatin Aurora,Delivery Only,32.567289,83.5371
329,Green Kitchen,Continental,Lucknow,Mg Road,07:00:00,23:00:00,5.0,409.0,Umang Toor,Qsr,9.451973,70.362728
330,Grand Corner,Biryani,Hyderabad,Mg Road,08:00:00,00:00:00,4.5,444.0,Lila Mukhopadhyay,Delivery Only,20.935712,71.998296
331,Royal Treats,Thai,Indore,Central,08:00:00,23:00:00,3.7,636.0,Chandani Chakraborty,Cloud Kitchen,15.357829,71.474763
332,Tasty Corner,Desserts,Mumbai,Market Area,07:00:00,22:00:00,4.5,271.0,Amaira Borde,Cloud Kitchen,18.816995,78.083421
333,Blue House,Fast Food,Mumbai,Central,11:00:00,23:00:00,3.4,176.0,Rushil Dass,Dine-In & Delivery,22.965743,74.160531
334,Royal Corner,Healthy Food,Guwahati,Lake View,10:00:00,01:00:00,3.5,677.0,Tamanna Bumb,Dine-In,27.577811,84.825102
335,Urban Hub,South Indian,Nagpur,Ring Road,08:00:00,23:00:00,3.9,686.0,Ranbir Chawla,Dine-In & Delivery,29.286889,82.357738
336,Urban Bites,Italian,Ludhiana,Hill Road,11:00:00,01:00:00,3.4,249.0,Neelima Morar,Dine-In & Delivery,15.091224,81.724301
337,Golden Corner,Street Food,Hyderabad,Lake View,11:00:00,22:00:00,3.7,509.0,Tanveer Merchant,Dine-In & Delivery,32.75261,83.160844
338,Blue Hub,Mughlai,Delhi,Old Town,11:00:00,23:00:00,3.8,589.0,Omaja Sant,Delivery Only,16.136617,84.782222
339,Golden House,Sushi,Hyderabad,Ring Road,11:00:00,01:00:00,4.1,547.0,Janaki Keer,Delivery Only,12.392614,74.695262
340,Green Diner,Desserts,Chandigarh,Hill Road,08:00:00,01:00:00,4.2,669.0,Champak Pal,Dine-In,9.2523,87.79131
341,Curry House,Street Food,Ahmedabad,Central,11:00:00,01:00:00,2.7,447.0,Zaid Dave,Cloud Kitchen,19.317027,75.933423
342,Urban House,Thai,Chandigarh,Market Area,10:00:00,22:00:00,4.3,954.0,Samarth Johal,Dine-In & Delivery,17.423815,79.134957
343,The Grill,North Indian,Ludhiana,Station Road,11:00:00,22:00:00,3.8,100.0,Forum Nayak,Delivery Only,29.387438,75.48225
344,The Cafe,Pizza,Kolkata,Civil Lines,10:00:00,22:00:00,4.6,206.0,Sudiksha Tailor,Delivery Only,9.986362,73.046109
345,Golden Corner,Street Food,Pune,Hill Road,08:00:00,01:00:00,4.1,557.0,Hredhaan Date,Cloud Kitchen,33.058774,87.776761
346,Green Kitchen,Pizza,Nashik,Sector 12,09:00:00,23:00:00,4.0,100.0,Omkaar Dixit,Qsr,18.154871,87.277362
347,Golden Bites,Mughlai,Guwahati,Ring Road,07:00:00,22:00:00,3.7,136.0,Vamakshi Lalla,Qsr,11.411806,82.180604
348,Urban Grill,Italian,Kochi,Sector 12,07:00:00,23:00:00,4.1,272.0,Onkar Rajagopalan,Cloud Kitchen,27.07402,88.762592
349,The Kitchen,Mughlai,Raipur,Market Area,08:00:00,22:00:00,2.8,592.0,Tarak Khanna,Dine-In,33.077181,76.150898
350,Green Treats,Pizza,Lucknow,Ring Road,11:00:00,22:00:00,3.3,476.0,Vansha Dhar,Dine-In & Delivery,29.051055,88.763903
351,Curry Diner,Pizza,Hyderabad,Mg Road,10:00:00,00:00:00,3.5,623.0,Zarna Madan,Delivery Only,24.693876,79.940728
352,Blue Hub,Desserts,Hyderabad,Civil Lines,09:00:00,23:00:00,4.3,497.0,Balhaar Dora,Cloud Kitchen,9.891464,83.599421
353,Golden Diner,Desserts,Patna,Old Town,11:00:00,00:00:00,3.8,361.0,Anita Raghavan,Dine-In & Delivery,32.986614,85.805024
354,Spicy Grill,Italian,Surat,Station Road,10:00:00,23:00:00,3.3,332.0,Chandran Bansal,Qsr,8.918288,82.225024
355,The Kitchen,Continental,Nagpur,Ring Road,11:00:00,00:00:00,,840.0,Gayathri Dara,Delivery Only,18.288116,84.854545
356,Grand Grill,Sushi,Hyderabad,Lake View,09:00:00,00:00:00,4.2,593.0,Nidra Joshi,Cloud Kitchen,13.593521,87.777907
357,Tasty House,Pizza,Coimbatore,Central,09:00:00,01:00:00,3.8,555.0,Ekaraj Bahl,Delivery Only,11.074505,81.423824
358,Urban Point,Desserts,Indore,Lake View,11:00:00,00:00:00,2.8,305.0,Bhavini Rai,Qsr,28.629207,82.27927
359,Blue Treats,Mexican,Delhi,New Town,11:00:00,22:00:00,4.3,594.0,Frederick Zachariah,Qsr,17.66269,86.787829
360,Spicy Grill,Mughlai,Jaipur,Station Road,08:00:00,23:00:00,3.6,188.0,Zaid Devan,Delivery Only,20.820842,70.713648
361,Grand Bites,Biryani,Kochi,Park Street,08:00:00,01:00:00,3.9,363.0,Tanveer Uppal,Dine-In,14.082501,73.082812
362,Royal House,Seafood,Patna,Market Area,08:00:00,01:00:00,4.4,590.0,Vrinda Savant,Dine-In,12.868294,70.47303
363,Blue Hub,Seafood,Jaipur,New Town,07:00:00,01:00:00,4.7,672.0,Vedika Sen,Delivery Only,9.36892,79.989411
364,Grand Grill,Continental,Delhi,New Town,11:00:00,23:00:00,3.8,519.0,Eta Narang,Delivery Only,18.053614,88.012095
365,Tasty Corner,Burgers,Patna,Station Road,07:00:00,23:00:00,4.9,369.0,Veer Swamy,Delivery Only,18.505673,74.104689
366,Urban Point,,Raipur,Central,09:00:00,00:00:00,4.0,449.0,Aarush Pandya,Qsr,14.630896,74.809657
367,Green Hub,Sushi,Patna,Station Road,11:00:00,22:00:00,3.9,275.0,Isaiah Panchal,Dine-In & Delivery,20.730506,75.016197
368,Golden Corner,Street Food,Ahmedabad,Station Road,09:00:00,00:00:00,4.6,266.0,Vihaan Borde,Dine-In & Delivery,16.125924,75.336713
369,Urban Corner,Biryani,Pune,Central,11:00:00,01:00:00,4.8,777.0,Ojasvi Andra,Cloud Kitchen,18.500587,79.674694
370,Spicy Cafe,Biryani,Chandigarh,Market Area,11:00:00,01:00:00,4.0,451.0,Aarav Prasad,Cloud Kitchen,32.024917,71.83814
371,Urban Treats,South Indian,Kolkata,Lake View,09:00:00,01:00:00,3.5,464.0,Shivansh Gade,Dine-In,12.246603,70.709627
372,Curry Kitchen,Street Food,Coimbatore,Old Town,08:00:00,00:00:00,4.4,313.0,Simon Mani,Cloud Kitchen,20.641778,76.43143
373,Urban Hub,Seafood,Bhopal,Ring Road,07:00:00,22:00:00,4.6,655.0,Upadhriti Dhingra,Cloud Kitchen,12.270952,85.908245
374,The House,Continental,Bhopal,Sector 12,07:00:00,00:00:00,3.8,609.0,Upadhriti Sarna,Dine-In & Delivery,14.092297,84.20465
375,Curry Hub,Bbq,Bengaluru,Mg Road,08:00:00,23:00:00,3.4,429.0,Upasna Comar,Qsr,18.226004,80.286164
376,Golden House,Chinese,Nashik,Lake View,09:00:00,23:00:00,5.0,688.0,Madhav Sunder,Qsr,16.002234,87.12452
377,Curry Kitchen,Desserts,Kolkata,Central,11:00:00,00:00:00,4.1,463.0,Jai Kumar,Dine-In,13.342291,76.506301
378,The House,Thai,Nashik,Mg Road,11:00:00,01:00:00,3.9,444.0,Vincent Guha,Cloud Kitchen,33.59361,75.946088
379,Curry Kitchen,North Indian,Visakhapatnam,Old Town,07:00:00,22:00:00,3.5,580.0,Nandini Mander,Qsr,28.807899,86.999033
380,Spicy Corner,Biryani,Kolkata,New Town,10:00:00,00:00:00,4.4,399.0,Udyati Chad,Qsr,33.316495,78.157251
381,Green Cafe,Fast Food,Bengaluru,New Town,09:00:00,01:00:00,4.1,304.0,Prisha Sibal,Dine-In,17.117711,79.043277
382,Tasty Hub,Sushi,Kochi,Old Town,10:00:00,23:00:00,3.9,280.0,Zarna Tripathi,Qsr,31.547537,79.729173
383,Golden Hub,Bakery,Raipur,Park Street,11:00:00,23:00:00,3.8,473.0,Tristan Narang,Qsr,12.519561,78.481941
384,Blue Bites,North Indian,Bhubaneswar,New Town,11:00:00,23:00:00,4.2,327.0,Arin Dube,Cloud Kitchen,16.652567,78.621097
385,Grand Cafe,Mexican,Kochi,Market Area,07:00:00,01:00:00,4.1,258.0,Joshua Keer,Dine-In,22.915816,75.467961
386,Spicy Corner,Bbq,Bhopal,New Town,07:00:00,22:00:00,4.1,892.0,Robert Sridhar,Delivery Only,22.18407,71.042995
