TrafficID,City,Date,Time,TrafficLevel,AverageSpeed
1297,Delhi,10-10-2024,11:45,Moderate,29.1
1298,Delhi,16/05/2024,22:45,Moderate,25.7
1299,Delhi,2023.01.29,18:15,High,16.1
1300,Delhi,2024-08-06,15:00,Moderate,18.5
1301,Delhi,2024.07.12,06:15,Moderate,21.9
1302,Delhi,12-06-2023,14:15,High,23.6
1303,Delhi,22-08-2024,08:30,Moderate,28.6
1304,Delhi,23-03-2023,17:30,Moderate,26.7
1305,Delhi,15/03/2024,15:30,Severe,3.2
1306,Delhi,17/02/2023,14:45,Low,41.3
1307,Delhi,02-02-2024,12:15,Moderate,32.9
1308,Delhi,09/01/2024,22:30,Low,42.4
1309,Delhi,14-01-2024,19:45,Severe,8.9
1310,Delhi,2024-03-20,16:15,,33.1
1311,Delhi,15-07-2023,13:00,Moderate,28.1
1312,Delhi,18/10/2024,11:30,Moderate,30.5
1313,Delhi,2023-05-27,05:45,Low,30.6
1314,Delhi,29-11-2024,14:45,Moderate,34.6
1315,Delhi,10/04/2024,12:45,Low,39.8
1316,Delhi,2024-11-23,18:15,Low,40.1
1317,Delhi,2023.01.04,22:45,Low,38.1
1318,Delhi,14-04-2023,16:15,Low,40.3
1319,Delhi,27-11-2023,06:45,Moderate,20.6
1320,Delhi,2023-10-13,19:45,High,-21.1
1321,Delhi,2023.10.03,15:15,Moderate,32.7
1322,Delhi,2024-06-12,16:30,Moderate,22.9
1323,Delhi,03/22/2024,18:00,Severe,7.6
1324,Delhi,04/23/2024,13:15,Moderate,27.5
1325,Delhi,21/09/2023,07:00,Moderate,27.5
1326,Delhi,2024.12.27,08:45,High,19.4
1327,Delhi,01/08/2023,23:00,Low,44.8
1328,Delhi,09/10/2024,06:45,Moderate,28.5
1329,Delhi,11/03/2023,08:45,Severe,3.3
1330,Delhi,05-12-2024,00:00,Low,39.7
1331,Delhi,2023-12-03,19:45,High,15.4
1332,Delhi,24-06-2023,20:15,High,22.8
1333,Delhi,08/27/2024,16:15,Moderate,21.6
1334,Delhi,2024-07-31,12:00,Moderate,25.7
1335,Delhi,03/11/2023,12:30,High,16.7
1336,Delhi,2024-09-10,15:30,Moderate,27.5
1337,Delhi,2023-05-21,22:30,Low,38.6
1338,Delhi,2024-07-23,06:00,Moderate,29.4
1339,Delhi,03/28/2024,19:45,High,11.7
1340,Delhi,2023-09-09,19:15,Moderate,27.5
1341,Delhi,02/05/2023,19:00,Moderate,22.9
1342,Delhi,08-04-2024,07:30,Low,41.9
1343,Delhi,2024.11.06,15:30,Moderate,27.5
1344,Delhi,2024.06.25,19:15,Severe,13.3
1345,Delhi,2024.04.21,17:00,Moderate,25.3
1346,Delhi,2024.09.12,04:00,Low,47.4
1347,Delhi,04/21/2024,18:00,Severe,3.0
1348,Delhi,04/24/2023,07:00,Moderate,24.8
1349,Delhi,13/11/2023,08:15,Moderate,26.4
1350,Delhi,2024.08.29,17:00,Moderate,22.6
1351,Delhi,01/25/2023,19:15,Severe,6.3
1352,Delhi,2023.08.09,12:30,Severe,4.2
1353,Delhi,12/21/2024,08:15,Moderate,34.4
1354,Delhi,2024.07.14,09:15,High,7.8
1355,Delhi,06/17/2024,19:45,High,12.6
1356,Delhi,22-01-2024,09:30,High,19.3
1357,Delhi,2023.02.04,11:45,Severe,4.3
1358,Delhi,25/09/2024,21:45,Low,28.7
1359,Delhi,2024-04-15,18:30,Severe,8.7
1360,Delhi,12/26/2024,12:00,High,9.4
1361,Delhi,09-03-2023,04:45,Moderate,29.8
1362,Delhi,01/05/2024,20:45,Severe,5.1
1363,Delhi,30/05/2023,16:30,Moderate,29.5
1364,Delhi,06/29/2023,11:30,Moderate,27.0
1365,Delhi,2023.05.08,10:00,Moderate,20.5
1366,Delhi,2023-12-17,20:15,High,23.6
1367,Delhi,2024.11.25,06:00,Low,35.6
1368,Delhi,2023.07.15,18:45,High,10.8
1369,Delhi,2024-12-06,17:45,Low,42.4
1370,Delhi,2023-08-05,08:00,Moderate,29.5
1371,Delhi,25/11/2024,11:45,Low,41.9
1372,Delhi,10/09/2024,09:15,Moderate,21.0
1373,Delhi,06/11/2023,17:30,Moderate,23.4
1374,Delhi,10/20/2024,23:45,Moderate,29.5
1375,Delhi,2023.04.18,11:45,High,13.4
1376,Delhi,2023.09.17,06:15,Moderate,20.8
1377,Delhi,22/05/2024,09:15,Moderate,33.8
1378,Delhi,11/09/2024,09:00,High,13.3
1379,Delhi,04/07/2023,17:00,Moderate,27.3
1380,Delhi,2023.04.10,09:15,Severe,19.8
1381,Delhi,30/04/2024,09:30,Low,36.7
1382,Delhi,14/06/2023,21:00,Low,30.5
1383,Delhi,03/27/2023,14:45,Moderate,17.8
1384,Delhi,2023.03.26,13:30,Moderate,27.5
1385,Delhi,06-02-2023,04:45,Moderate,25.4
1386,Delhi,2023-09-12,14:15,Moderate,32.5
1387,Delhi,01/08/2024,20:00,Moderate,21.1
1388,Delhi,2024.04.05,08:15,High,8.5
1389,Delhi,05/03/2024,04:45,Moderate,23.3
1390,Delhi,07/25/2024,21:15,Severe,13.9
1391,Delhi,05/07/2024,20:45,Severe,18.9
1392,Delhi,2023.04.08,21:00,Low,47.4
1393,Delhi,07-09-2024,16:15,Severe,13.3
1394,Delhi,2024.09.30,08:30,High,14.5
1395,Delhi,21/12/2023,17:45,High,18.3
1396,Delhi,04/29/2023,19:45,Severe,5.6
1397,Delhi,04-02-2024,13:30,Moderate,31.6
1398,Delhi,2023.03.06,12:30,Severe,3.5
1399,Delhi,2023.06.08,05:30,Low,43.2
1400,Delhi,2024-07-25,17:15,Moderate,22.4
1401,Delhi,2024.02.17,23:30,High,14.5
1402,Delhi,26-07-2023,13:45,Low,31.1
1403,Delhi,2024.12.09,19:45,Severe,4.2
1404,Delhi,2023.12.12,17:45,Low,40.2
1405,Delhi,2023.03.06,16:15,High,13.1
1406,Delhi,03/09/2024,12:00,Moderate,25.9
1407,Delhi,06/05/2023,10:00,Low,30.9
1408,Delhi,07-03-2024,18:00,High,7.3
1409,Delhi,03/22/2024,10:30,Severe,5.8
1410,Delhi,2024.04.25,15:15,Low,43.9
1411,Delhi,07/10/2024,20:15,Low,45.9
1412,Delhi,2023-06-27,11:00,Moderate,-27.7
1413,Delhi,09/02/2023,11:30,Moderate,26.1
1414,Delhi,2023-07-24,18:45,High,14.8
1415,Delhi,05-03-2024,01:15,Low,36.9
1416,Delhi,2024.09.27,14:30,Low,41.2
1417,Delhi,2023.10.23,08:30,Moderate,24.8
1418,Delhi,06/07/2024,11:15,Severe,7.5
1419,Delhi,2024-04-13,14:00,Moderate,27.0
1420,Delhi,07/30/2024,21:15,Moderate,23.4
1421,Delhi,14-06-2023,08:00,High,26.3
1422,Delhi,05/06/2024,21:00,Moderate,27.1
1423,Delhi,2024.04.28,15:30,Low,46.1
1424,Delhi,06/11/2023,20:45,High,18.9
1425,Delhi,2024.04.30,12:30,Severe,8.5
1426,Delhi,2023-02-26,06:45,Moderate,26.9
1427,Delhi,2023.07.08,15:30,Moderate,33.9
1428,Delhi,07/09/2024,15:30,Moderate,29.7
1429,Delhi,2023-11-08,12:00,Moderate,30.5
1430,Delhi,03/19/2024,12:30,Moderate,31.5
1431,Delhi,13-03-2023,19:45,High,19.4
1432,Delhi,10-04-2023,11:30,High,19.9
1433,Delhi,2024.02.15,21:00,Moderate,14.9
1434,Delhi,2023.12.23,23:45,Low,34.3
1435,Delhi,2023-09-21,19:15,Moderate,21.7
1436,Delhi,11/04/2023,06:15,Moderate,28.4
1437,Delhi,12-04-2024,00:00,Low,34.4
1438,Delhi,16/07/2023,10:15,Moderate,20.3
1439,Delhi,2024-08-30,14:30,High,19.7
1440,Delhi,06/22/2024,21:15,Moderate,14.7
1441,Delhi,2024.10.16,03:45,Low,34.9
1442,Delhi,09/12/2024,08:15,Moderate,32.9
1443,Delhi,2024-03-02,12:30,Low,35.2
1444,Delhi,09/20/2023,16:45,Moderate,32.5
1445,Delhi,2023-02-07,22:45,Moderate,26.8
1446,Delhi,03/09/2024,03:15,Low,43.7
1447,Delhi,2024-08-29,19:45,Moderate,21.0
1448,Delhi,03/09/2023,12:30,Moderate,29.6
1449,Delhi,27/07/2024,04:15,High,20.8
1450,Delhi,29-12-2024,21:30,High,20.8
1451,Delhi,2023.12.28,17:30,Low,28.3
1452,Delhi,2024-10-26,17:15,High,11.2
1453,Delhi,22-09-2024,12:00,Severe,4.2
1454,Delhi,11/09/2023,17:15,High,14.8
1455,Delhi,28-12-2023,14:45,Low,35.3
1456,Delhi,11/06/2023,08:45,Severe,3.7
1457,Delhi,05/06/2024,13:00,Moderate,31.1
1458,Delhi,28-10-2023,08:00,High,24.6
1459,Delhi,03/30/2023,10:30,Low,43.9
1460,Delhi,2024-02-28,22:15,Low,43.3
1461,Delhi,12/03/2023,09:45,Severe,5.2
1462,Delhi,05-01-2023,18:15,Severe,7.9
1463,Delhi,09-07-2024,08:15,Severe,16.5
1464,Delhi,11-05-2024,08:00,High,21.3
1465,Delhi,03/05/2024,15:15,Low,46.3
1466,Delhi,2023.02.28,13:30,Moderate,30.2
1467,Delhi,22/11/2023,17:00,,10.9
1468,Delhi,29-02-2024,17:30,Low,34.8
1469,Delhi,2023.01.25,12:15,High,15.2
1470,Delhi,2024-01-03,18:30,High,13.6
1471,Delhi,13-11-2023,15:45,Low,26.8
1472,Delhi,2023-07-18,07:00,Moderate,32.5
1473,Delhi,20-06-2023,11:30,Low,39.2
1474,Delhi,22-06-2023,20:15,High,20.1
1475,Delhi,20/08/2024,07:00,Severe,11.0
1476,Delhi,2024.01.20,18:15,Severe,11.9
1477,Delhi,14/06/2023,05:00,High,20.4
1478,Delhi,2024.11.02,16:00,Low,35.3
1479,Delhi,2023-04-19,17:30,Moderate,30.0
1480,Delhi,2024-09-18,17:30,Severe,6.7
1481,Delhi,2023-07-26,08:30,High,3.7
1482,Delhi,12-08-2023,06:30,Low,39.0
1483,Delhi,01/16/2023,14:30,Low,39.1
1484,Delhi,2023.12.16,18:30,High,15.3
1485,Delhi,06/22/2024,07:00,Moderate,30.7
1486,Delhi,2024-09-05,18:00,Severe,8.5
1487,Delhi,20-02-2023,17:00,,47.6
1488,Delhi,2024-09-06,06:30,Low,42.6
1489,Delhi,2024-02-16,08:15,Low,38.9
1490,Delhi,18/10/2023,16:30,Moderate,22.4
1491,Bengaluru,2024.02.23,22:00,Moderate,26.9
1492,Bengaluru,09/07/2024,17:45,Low,34.4
1493,Bengaluru,09/01/2024,18:30,Moderate,25.4
1494,Bengaluru,02/02/2023,10:45,Low,38.0
1495,Bengaluru,11-11-2023,09:30,Severe,5.8
1496,Bengaluru,07-09-2024,07:45,High,14.3
1497,Bengaluru,10/07/2024,12:45,Moderate,26.8
1498,Bengaluru,23/10/2024,03:45,Moderate,21.2
1499,Bengaluru,29-12-2023,21:00,Low,36.2
1500,Bengaluru,22/09/2023,01:30,Low,33.7
1501,Bengaluru,03/12/2023,05:00,Low,38.9
1502,Bengaluru,07/17/2023,16:45,Moderate,21.5
1503,Bengaluru,06/06/2024,14:30,Severe,8.3
1504,Bengaluru,05/02/2023,21:45,Low,44.8
1505,Bengaluru,10-11-2023,08:15,Severe,3.0
1506,Bengaluru,12-04-2024,17:00,Moderate,35.4
1507,Bengaluru,2024.05.14,06:30,Low,34.9
1508,Bengaluru,22/02/2023,18:45,High,14.4
1509,Bengaluru,2023-11-29,20:45,Low,-35.3
1510,Bengaluru,29/07/2024,10:30,Moderate,25.1
1511,Bengaluru,22-07-2023,19:45,Moderate,20.4
1512,Bengaluru,04/29/2024,06:00,High,22.3
1513,Bengaluru,2023.02.14,08:15,High,12.9
1514,Bengaluru,08/13/2023,01:15,Low,36.3
1515,Bengaluru,2023.06.19,08:30,High,13.8
1516,Bengaluru,06/11/2023,10:15,Moderate,21.6
1517,Bengaluru,2023-04-23,20:30,Moderate,28.8
1518,Bengaluru,29-08-2023,15:15,Low,33.0
1519,Bengaluru,2024-12-12,19:30,Low,46.2
1520,Bengaluru,2023.10.09,15:30,Moderate,22.8
1521,Bengaluru,2023-05-02,12:45,Low,35.0
1522,Bengaluru,12/21/2024,12:15,Low,43.3
1523,Bengaluru,07/04/2023,10:00,Moderate,22.7
1524,Bengaluru,2023-09-10,17:00,Moderate,34.6
1525,Bengaluru,10/31/2024,10:00,Severe,12.0
1526,Bengaluru,2024.12.09,00:00,Low,39.2
1527,Bengaluru,01/24/2023,13:00,Severe,17.6
1528,Bengaluru,09/01/2023,14:15,High,14.4
1529,Bengaluru,03/15/2024,22:30,High,15.3
1530,Bengaluru,17/02/2024,22:30,Moderate,26.0
1531,Bengaluru,07-11-2023,06:45,High,16.1
1532,Bengaluru,20-09-2024,07:45,High,19.3
1533,Bengaluru,2024.09.23,04:45,Low,40.0
1534,Bengaluru,04/07/2024,16:30,High,17.2
1535,Bengaluru,24-05-2024,19:00,Moderate,27.2
1536,Bengaluru,2024-03-21,12:45,Severe,6.6
1537,Bengaluru,25-05-2024,23:15,Low,40.5
1538,Bengaluru,11-09-2024,07:15,Low,33.9
1539,Bengaluru,2024.09.07,20:30,Moderate,25.2
1540,Bengaluru,2023-09-10,20:45,Severe,14.8
1541,Bengaluru,06-09-2023,20:30,High,9.7
1542,Bengaluru,05/21/2024,11:30,Low,45.7
1543,Bengaluru,11-04-2024,21:00,High,11.0
1544,Bengaluru,2023.10.15,10:30,Moderate,21.9
1545,Bengaluru,2024.04.22,17:30,Moderate,25.0
1546,Bengaluru,2024.03.02,12:00,Severe,5.4
1547,Bengaluru,2024.08.22,08:45,High,12.6
1548,Bengaluru,2024.01.16,17:45,Moderate,29.8
1549,Bengaluru,01/04/2024,15:00,High,11.9
1550,Bengaluru,17/11/2024,07:00,Moderate,26.6
1551,Bengaluru,2023.04.20,10:45,High,10.3
1552,Bengaluru,2024.10.21,21:15,High,11.1
1553,Bengaluru,17/08/2023,21:00,High,11.6
1554,Bengaluru,13/03/2024,13:00,High,13.1
1555,Bengaluru,2023-06-26,16:45,Severe,12.5
1556,Bengaluru,2023.05.02,09:00,High,18.9
1557,Bengaluru,26/12/2024,23:15,High,15.2
1558,Bengaluru,2024-07-20,10:00,Low,33.3
1559,Bengaluru,04/12/2024,19:45,High,7.7
1560,Bengaluru,09/11/2023,17:00,Moderate,25.0
1561,Bengaluru,2023-06-15,21:45,Low,29.1
1562,Bengaluru,08/12/2023,14:00,Moderate,26.8
1563,Bengaluru,2024-10-11,08:15,Severe,8.0
1564,Bengaluru,29-09-2024,14:15,Moderate,31.0
1565,Bengaluru,03/27/2024,05:45,Low,31.3
1566,Bengaluru,07/04/2023,14:15,Moderate,22.0
1567,Bengaluru,30-07-2024,08:45,High,19.6
1568,Bengaluru,19-02-2024,18:15,Severe,8.0
1569,Bengaluru,02/25/2024,02:15,Low,42.5
1570,Bengaluru,2024-04-09,09:15,Moderate,28.1
1571,Bengaluru,07-09-2023,02:30,Low,37.8
1572,Bengaluru,06/18/2023,19:15,High,11.3
1573,Bengaluru,2023-01-03,16:30,High,8.2
1574,Bengaluru,02/09/2023,19:45,Moderate,19.2
1575,Bengaluru,2024.04.03,22:45,High,14.1
1576,Bengaluru,2023.10.24,09:45,High,11.7
1577,Bengaluru,02/10/2024,19:00,Moderate,30.6
1578,Bengaluru,2023-07-08,23:30,Low,46.1
1579,Bengaluru,2024-11-14,13:30,High,15.9
1580,Bengaluru,27-03-2023,18:15,High,23.7
1581,Bengaluru,19/12/2024,10:30,Severe,11.4
1582,Bengaluru,15-11-2023,08:45,Severe,7.2
1583,Bengaluru,16/02/2024,13:30,Moderate,32.1
1584,Bengaluru,2023-12-10,20:15,Severe,11.8
1585,Bengaluru,05/29/2023,16:00,Low,34.6
1586,Bengaluru,2023.10.15,21:00,Moderate,14.5
1587,Bengaluru,2024-01-16,09:15,High,11.1
1588,Bengaluru,05/19/2024,07:00,Moderate,20.7
1589,Bengaluru,2023.09.17,13:15,Moderate,-13.1
1590,Bengaluru,09-02-2023,07:30,Low,38.1
1591,Bengaluru,2024.02.09,19:45,Severe,7.8
1592,Bengaluru,19-06-2024,19:45,Severe,3.0
1593,Bengaluru,19/10/2023,21:15,Moderate,24.4
1594,Bengaluru,2023.09.09,21:30,Moderate,19.3
1595,Bengaluru,03/11/2024,07:00,High,16.8
1596,Bengaluru,04/03/2024,19:45,Severe,7.8
1597,Bengaluru,2024-02-25,20:45,Moderate,20.8
1598,Bengaluru,2024.04.16,18:45,Low,29.9
1599,Bengaluru,21/01/2024,10:00,Severe,12.6
1600,Bengaluru,2024-04-01,23:15,Low,28.2
1601,Bengaluru,16/09/2023,08:00,High,15.3
1602,Bengaluru,10/19/2023,10:15,Low,31.9
1603,Bengaluru,17/11/2023,14:45,Moderate,23.1
1604,Bengaluru,19/08/2023,17:30,Moderate,30.4
1605,Bengaluru,01/01/2024,00:30,Low,36.6
1606,Bengaluru,08/19/2024,21:45,Moderate,29.7
1607,Bengaluru,2024-02-09,06:00,Moderate,27.7
1608,Bengaluru,14/11/2023,08:00,Moderate,20.9
1609,Bengaluru,04-03-2024,07:45,Low,34.9
1610,Bengaluru,2024-02-18,20:00,Severe,7.2
1611,Bengaluru,21/12/2023,10:00,High,23.6
1612,Bengaluru,2023.05.03,19:30,High,14.5
1613,Bengaluru,2024-11-13,12:15,High,15.3
1614,Bengaluru,2023.06.10,18:15,Low,40.7
1615,Bengaluru,2023.05.08,20:15,High,12.9
1616,Bengaluru,2024.05.23,07:15,Moderate,31.9
1617,Bengaluru,04/27/2024,19:45,Moderate,33.9
1618,Bengaluru,02/08/2024,17:30,High,19.5
1619,Bengaluru,05/13/2024,09:15,High,3.1
1620,Bengaluru,19-10-2023,18:30,High,10.6
1621,Bengaluru,16/01/2023,19:45,High,14.7
1622,Bengaluru,2024-11-15,09:15,Severe,8.9
1623,Bengaluru,11/06/2023,19:45,Moderate,28.8
1624,Bengaluru,2024.06.18,14:45,Moderate,26.1
1625,Bengaluru,2024.06.22,21:30,Moderate,30.2
1626,Bengaluru,09-05-2024,09:15,Low,43.9
1627,Bengaluru,2023-11-03,09:00,Moderate,25.6
1628,Bengaluru,2024.12.14,18:30,Moderate,17.4
1629,Bengaluru,2023.08.11,16:45,High,17.7
1630,Bengaluru,10/08/2023,15:45,Moderate,29.3
1631,Bengaluru,18/01/2023,23:00,High,14.1
1632,Bengaluru,2024-07-16,21:45,High,16.6
1633,Bengaluru,22-01-2024,10:15,Moderate,31.2
1634,Bengaluru,07/11/2023,15:15,Low,40.9
1635,Bengaluru,2023.01.28,20:00,High,12.0
1636,Bengaluru,2023.10.01,08:15,Severe,15.6
1637,Bengaluru,05/27/2024,21:15,Low,28.4
1638,Bengaluru,06/18/2024,10:00,High,23.9
1639,Bengaluru,2023-08-27,05:00,Low,25.0
1640,Bengaluru,07/15/2024,04:15,Low,37.0
1641,Bengaluru,10/22/2023,18:15,Low,38.9
1642,Bengaluru,10/07/2023,19:45,Moderate,24.8
1643,Bengaluru,2023-09-01,18:15,Severe,6.9
1644,Bengaluru,2023.08.03,17:00,High,10.3
1645,Bengaluru,2023-03-18,08:45,Severe,3.0
1646,Bengaluru,23/10/2024,22:00,Low,35.2
1647,Bengaluru,2024-07-08,10:45,High,23.0
1648,Bengaluru,24/09/2024,09:00,High,10.2
1649,Bengaluru,2023.10.01,10:00,High,6.6
1650,Bengaluru,07/11/2023,19:15,High,20.5
1651,Bengaluru,03/01/2024,08:00,Moderate,19.9
1652,Bengaluru,2024-08-21,08:15,Severe,5.1
1653,Bengaluru,2023.08.21,04:30,Low,40.3
1654,Bengaluru,05/13/2024,19:00,Moderate,31.2
1655,Bengaluru,2023-11-15,09:00,High,15.6
1656,Bengaluru,2024-01-08,20:00,Severe,-5.5
1657,Bengaluru,06/25/2024,16:45,Low,45.3
1658,Bengaluru,08/17/2024,18:00,High,22.3
1659,Bengaluru,11/26/2024,23:15,High,9.9
1660,Bengaluru,05/09/2024,18:00,Moderate,25.8
1661,Bengaluru,29/12/2024,08:00,High,24.4
1662,Bengaluru,2023.09.28,09:30,High,14.1
1663,Bengaluru,12-10-2023,06:00,High,10.6
1664,Bengaluru,30/11/2024,23:30,Moderate,29.4
1665,Bengaluru,16/04/2023,08:45,Low,37.0
1666,Bengaluru,10/07/2024,17:15,Low,47.1
1667,Bengaluru,15-06-2023,08:15,High,26.2
1668,Bengaluru,01/11/2023,08:00,Severe,9.6
1669,Bengaluru,2024.04.06,09:30,Severe,9.2
1670,Bengaluru,2024-09-04,08:00,Severe,7.6
1671,Bengaluru,2023-01-28,18:45,Moderate,37.3
1672,Bengaluru,02/24/2024,06:15,Low,36.4
1673,Bengaluru,2023-01-01,19:00,High,18.7
1674,Bengaluru,07-04-2023,08:45,High,14.9
1675,Bengaluru,2023.10.11,19:15,High,17.0
1676,Bengaluru,2023-06-16,07:30,,25.5
1677,Bengaluru,2024-11-09,01:30,Severe,9.4
1678,Bengaluru,06-07-2024,11:30,Moderate,38.7
1679,Bengaluru,26/01/2023,17:45,Moderate,29.9
1680,Bengaluru,08/11/2023,09:30,High,25.0
1681,Bengaluru,2023.08.31,12:00,High,5.2
1682,Bengaluru,2024.05.10,12:15,Moderate,21.1
1683,Bengaluru,22/11/2024,21:45,Moderate,24.7
1684,Bengaluru,25-02-2023,09:15,High,14.9
1685,Bengaluru,21/11/2024,21:30,Severe,14.0
1686,Bengaluru,05/24/2024,06:45,Low,43.3
1687,Bengaluru,22/09/2024,07:15,Low,37.1
1688,Bengaluru,23/05/2024,16:30,High,15.6
1689,Bengaluru,2024.10.26,19:15,Moderate,21.9
1690,Bengaluru,06/10/2024,12:00,Low,42.7
1691,Bengaluru,04/16/2023,01:00,Low,34.4
1692,Bengaluru,25-09-2023,10:15,Severe,13.5
1693,Bengaluru,02/08/2023,14:45,High,17.7
1694,Bengaluru,2023-08-27,08:30,Severe,10.7
1695,Bengaluru,2023.03.22,00:00,Low,37.3
1696,Bengaluru,2024.01.30,21:15,Moderate,33.7
1697,Bengaluru,2023.08.23,13:45,Moderate,29.3
1698,Bengaluru,22-01-2023,17:15,Moderate,25.7
1699,Bengaluru,2023-04-20,16:15,,25.5
1700,Bengaluru,06/04/2023,08:45,High,14.1
1701,Bengaluru,2024-03-12,19:30,High,9.7
1702,Bengaluru,2024-02-26,08:00,High,15.1
1703,Bengaluru,02/24/2024,19:45,High,14.6
1704,Bengaluru,19-09-2023,07:15,Moderate,35.9
1705,Bengaluru,2024-03-20,11:00,High,14.9
1706,Bengaluru,2024-11-09,16:15,Severe,8.0
1707,Bengaluru,2024.10.14,07:00,Low,-37.6
1708,Bengaluru,2023.07.21,11:30,Moderate,26.6
1709,Bengaluru,2023.01.17,10:15,High,15.2
1710,Bengaluru,21/01/2023,17:30,High,9.3
1711,Bengaluru,12/19/2024,09:45,Severe,14.2
1712,Bengaluru,22-06-2024,18:45,Low,40.8
1713,Bengaluru,2024-01-09,05:15,Moderate,21.8
1714,Bengaluru,04/11/2024,12:45,Low,41.2
1715,Bengaluru,2024.05.29,06:15,Moderate,32.1
1716,Bengaluru,07-03-2024,19:15,High,23.0
1717,Bengaluru,18/03/2023,08:15,High,11.4
1718,Bengaluru,09/28/2024,12:15,Moderate,19.8
1719,Bengaluru,15/09/2023,12:45,High,11.8
1720,Bengaluru,13/06/2023,12:15,Low,48.0
1721,Bengaluru,2023.08.31,19:00,Severe,4.0
1722,Bengaluru,06-06-2023,13:15,Moderate,-24.9
1723,Bengaluru,11/03/2024,21:45,Low,37.4
1724,Bengaluru,2023-01-19,18:00,Moderate,27.1
1725,Bengaluru,22/04/2024,12:15,Low,37.3
1726,Bengaluru,02-11-2023,01:15,Low,45.4
1727,Bengaluru,12-05-2024,13:00,Moderate,27.7
1728,Bengaluru,11/01/2024,12:30,,36.0
1729,Bengaluru,17-09-2023,12:45,Low,34.6
1730,Bengaluru,05/23/2024,11:00,Low,41.1
1731,Bengaluru,2023.05.16,10:30,Low,37.1
1732,Bengaluru,14/04/2024,21:00,High,12.2
1733,Bengaluru,31/08/2023,19:30,High,16.4
1734,Bengaluru,13-10-2023,11:00,Severe,8.3
1735,Bengaluru,23/09/2024,19:45,Moderate,38.9
1736,Bengaluru,08/24/2023,07:30,High,16.8
1737,Bengaluru,2023-06-06,11:00,High,21.1
1738,Bengaluru,2024-07-20,16:30,Moderate,22.7
1739,Bengaluru,2024-01-28,17:00,Moderate,23.4
1740,Bengaluru,2024-08-19,18:15,Severe,13.6
1741,Bengaluru,2024-01-30,18:00,Moderate,32.4
1742,Bengaluru,22-11-2024,07:00,Moderate,33.3
1743,Bengaluru,2024-05-31,08:30,Moderate,31.4
1744,Bengaluru,11-05-2023,17:45,Low,35.7
1745,Bengaluru,03/19/2024,19:45,Moderate,30.2
1746,Bengaluru,2024.08.05,16:30,Moderate,28.6
1747,Bengaluru,12/03/2023,14:15,Moderate,33.2
1748,Bengaluru,2024.12.04,19:00,High,14.7
1749,Bengaluru,2024-02-21,08:00,High,21.7
1750,Bengaluru,09-04-2024,12:30,Moderate,26.2
1751,Bengaluru,31/08/2024,14:00,High,16.3
1752,Bengaluru,2024-01-06,17:00,Moderate,27.1
1753,Bengaluru,2023.09.29,05:30,Low,35.6
1754,Bengaluru,08/01/2023,20:00,High,21.0
1755,Bengaluru,2023.12.24,16:45,Severe,5.0
1756,Bengaluru,09/14/2024,19:45,Moderate,33.8
1757,Bengaluru,2024-06-28,07:45,Moderate,22.5
1758,Bengaluru,08/13/2024,17:00,Moderate,22.1
1759,Bengaluru,04-10-2023,09:45,High,10.4
1760,Bengaluru,2023.03.03,04:30,Low,30.5
1761,Bengaluru,24-09-2024,22:00,Low,41.9
1762,Bengaluru,2024.04.29,16:15,Moderate,24.0
1763,Bengaluru,03/18/2023,21:00,Moderate,31.1
1764,Bengaluru,05/03/2024,05:00,Low,45.7
1765,Bengaluru,03/30/2023,07:45,Moderate,32.0
1766,Bengaluru,24/06/2024,01:45,Severe,3.0
1767,Bengaluru,2024.09.26,09:30,High,13.6
1768,Bengaluru,29-04-2023,12:30,Moderate,33.6
1769,Bengaluru,01/14/2024,10:45,High,100.9
1770,Bengaluru,2024-03-03,11:45,High,25.1
1771,Bengaluru,23-02-2023,15:15,High,19.7
1772,Bengaluru,02/09/2024,12:15,Moderate,21.8
1773,Bengaluru,10/27/2023,16:30,High,17.8
1774,Bengaluru,2023.03.12,08:30,High,13.6
1775,Bengaluru,11/10/2023,11:45,High,17.1
1776,Bengaluru,20-05-2024,15:00,Severe,8.8
1777,Bengaluru,2023.01.24,12:45,Low,32.4
1778,Bengaluru,04/06/2024,17:30,High,20.3
1779,Bengaluru,2023-04-22,08:00,High,18.5
1780,Bengaluru,07-09-2023,08:45,High,12.9
1781,Bengaluru,20-04-2023,06:45,Low,30.9
1782,Bengaluru,20/05/2024,10:15,Low,31.0
1783,Bengaluru,04/22/2024,07:00,Moderate,22.3
1784,Bengaluru,10/11/2024,08:00,Severe,3.0
1785,Bengaluru,05/18/2023,12:45,Moderate,35.4
1786,Bengaluru,2024.11.04,09:15,High,22.6
1787,Bengaluru,2023-08-03,11:00,Moderate,25.6
1788,Bengaluru,2024-03-15,07:45,Moderate,29.4
1789,Bengaluru,08/04/2024,19:00,Severe,7.3
1790,Bengaluru,2024.01.23,17:15,Moderate,29.7
1791,Bengaluru,15/03/2023,20:00,High,12.4
1792,Bengaluru,18-11-2024,18:45,Moderate,25.2
1793,Bengaluru,15-07-2024,08:15,High,17.3
1794,Bengaluru,2024.06.24,18:30,High,20.4
1795,Bengaluru,09/22/2023,10:00,Low,36.6
1796,Bengaluru,26/08/2024,11:00,High,18.8
1797,Bengaluru,2024.08.24,08:30,Severe,9.4
1798,Bengaluru,2023.04.18,02:15,High,15.8
1799,Bengaluru,2023.04.11,08:45,High,17.0
