OrderItemID,OrderID,FoodItemID,Quantity,UnitPrice,TotalPrice
6898,103385,2073,1,194,194.0
6899,103386,4654,1,190,190.0
6900,103386,4658,1,126,126.0
6901,103386,4650,2,245,490.0
6902,103387,8649,3,135,405.0
6903,103387,8649,1,135,135.0
6904,103387,8654,1,111,111.0
6905,103387,8651,1,157,157.0
6906,103388,1757,1,357,357.0
6907,103388,1755,1,73,73.0
6908,103389,206,2,194,388.0
6909,103389,207,1,320,320.0
6910,103390,6531,2,246,492.0
6911,103390,6535,1,272,272.0
6912,103390,6529,2,131,262.0
6913,103391,5083,2,143,286.0
6914,103391,5084,2,164,328.0
6915,103392,2006,1,45,45.0
6916,103392,2006,1,45,45.0
6917,103393,6725,1,268,268.0
6918,103393,6727,1,40,40.0
6919,103394,6179,1,225,225.0
6920,103394,6182,1,371,371.0
6921,103395,2003,3,300,900.0
6922,103395,2007,1,161,161.0
6923,103396,6848,1,203,203.0
6924,103396,6848,3,203,609.0
6925,103396,6846,1,108,108.0
6926,103396,6846,3,108,324.0
6927,103397,5172,1,367,367.0
6928,103397,5175,1,249,249.0
6929,103397,5169,1,206,206.0
6930,103398,7146,2,148,296.0
6931,103398,7148,3,294,882.0
6932,103398,7149,1,184,184.0
6933,103399,4411,2,229,458.0
6934,103399,4416,2,282,564.0
6935,103399,4416,1,282,282.0
6936,103400,7614,2,202,404.0
6937,103400,7614,1,202,202.0
6938,103400,7611,2,40,80.0
6939,103400,7609,1,202,202.0
6940,103401,2290,2,209,418.0
6941,103401,2290,2,209,418.0
6942,103401,2289,1,124,124.0
6943,103402,3917,1,57,57.0
6944,103403,5685,3,217,651.0
6945,103404,3256,2,291,582.0
6946,103404,3256,1,291,291.0
6947,103405,2182,1,246,246.0
6948,103406,2738,1,122,122.0
6949,103406,2738,2,122,244.0
6950,103407,3796,1,155,155.0
6951,103407,3797,3,192,576.0
6952,103407,3794,2,171,342.0
6953,103407,3794,1,171,171.0
6954,103408,8691,1,199,199.0
6955,103409,5732,1,135,135.0
6956,103409,5736,1,145,145.0
6957,103410,2972,2,264,528.0
6958,103411,1459,1,181,181.0
6959,103411,1460,1,184,184.0
6960,103412,130,1,266,266.0
6961,103412,126,1,183,183.0
6962,103413,8663,1,178,178.0
6963,103414,3124,4,235,940.0
6964,103414,3124,4,235,940.0
6965,103414,3122,2,111,222.0
6966,103415,5243,1,254,254.0
6967,103416,2090,1,92,92.0
6968,103417,1027,2,160,320.0
6969,103418,7906,1,348,348.0
6970,103418,7910,4,221,884.0
6971,103419,6243,1,232,232.0
6972,103419,6239,2,117,234.0
6973,103419,6237,4,281,1124.0
6974,103420,3184,2,133,266.0
6975,103420,3182,3,230,690.0
6976,103420,3184,1,133,133.0
6977,103420,3184,1,133,133.0
6978,103421,5397,1,86,86.0
6979,103421,5395,1,418,418.0
6980,103421,5397,1,86,86.0
6981,103422,2143,1,307,307.0
6982,103423,5232,1,165,165.0
6983,103423,5230,1,267,267.0
6984,103424,4972,1,239,239.0
6985,103425,1571,1,107,107.0
6986,103426,4439,1,227,227.0
6987,103426,4445,3,133,399.0
6988,103427,7734,2,137,274.0
6989,103427,7736,1,142,142.0
6990,103427,7732,1,155,155.0
6991,103427,7738,3,229,687.0
6992,103428,4023,1,191,191.0
6993,103429,1732,3,163,489.0
6994,103430,3082,2,124,248.0
6995,103430,3080,3,161,483.0
6996,103431,4760,1,149,149.0
6997,103431,4764,2,333,666.0
6998,103431,4761,3,78,234.0
6999,103432,611,1,218,218.0
7000,103432,617,2,235,470.0
7001,103432,613,1,225,225.0
7002,103433,8844,3,337,1011.0
7003,103433,8843,1,198,198.0
7004,103433,8843,1,198,198.0
7005,103434,930,2,124,248.0
7006,103435,4302,1,241,241.0
7007,103435,4306,1,176,176.0
7008,103436,8590,1,351,351.0
7009,103437,1428,1,208,208.0
7010,103437,1430,2,222,444.0
7011,103437,1428,4,208,832.0
7012,103437,1432,1,153,153.0
7013,103438,4574,1,206,206.0
7014,103439,4712,1,213,213.0
7015,103439,4716,2,241,482.0
7016,103439,4713,2,142,284.0
7017,103440,5718,1,42,42.0
7018,103440,5720,1,226,226.0
7019,103441,2583,1,109,109.0
7020,103441,2581,1,40,40.0
7021,103442,5795,1,233,233.0
7022,103442,5790,4,41,164.0
7023,103442,5792,3,155,465.0
7024,103443,5728,4,101,404.0
7025,103443,5725,2,130,260.0
7026,103444,7920,1,126,126.0
7027,103445,8003,1,209,209.0
7028,103445,8006,1,335,335.0
7029,103446,8482,1,443,443.0
7030,103447,4778,4,268,1072.0
7031,103448,3797,3,192,576.0
7032,103449,8950,1,40,40.0
7033,103449,8948,1,124,124.0
7034,103449,8947,3,166,498.0
7035,103450,8445,1,337,337.0
7036,103451,3767,3,159,477.0
7037,103451,3765,4,209,836.0
7038,103451,3768,3,94,282.0
7039,103452,864,1,340,340.0
7040,103452,869,1,178,178.0
7041,103453,4382,1,68,68.0
7042,103453,4388,1,64,64.0
7043,103454,3368,1,40,40.0
7044,103455,1913,3,40,120.0
7045,103456,4761,1,78,78.0
7046,103456,4760,2,149,298.0
7047,103457,3637,2,212,424.0
7048,103457,3639,2,229,458.0
7049,103457,3636,1,203,203.0
7050,103457,3637,1,212,212.0
7051,103458,7788,1,203,203.0
7052,103459,7532,1,292,292.0
7053,103459,7526,1,267,267.0
7054,103459,7524,1,181,181.0
7055,103460,6073,2,119,238.0
7056,103460,6073,2,119,238.0
7057,103461,5898,1,200,200.0
7058,103461,5897,2,210,420.0
7059,103461,5896,1,169,169.0
7060,103462,5425,1,181,181.0
7061,103462,5426,1,188,188.0
7062,103462,5425,1,181,181.0
7063,103463,1277,1,308,308.0
7064,103464,5748,3,289,867.0
7065,103465,6355,1,288,288.0
7066,103466,6787,1,143,143.0
7067,103467,482,1,333,333.0
7068,103468,3206,1,158,158.0
7069,103468,3205,1,136,136.0
7070,103468,3202,2,146,292.0
7071,103468,3203,1,40,40.0
7072,103469,8116,3,94,282.0
7073,103469,8118,3,202,606.0
7074,103470,2632,3,223,669.0
7075,103471,2710,2,111,222.0
7076,103472,222,1,67,67.0
7077,103472,218,1,146,146.0
7078,103472,222,1,67,67.0
7079,103473,7573,1,242,242.0
7080,103474,8261,1,210,210.0
7081,103474,8261,1,210,210.0
7082,103475,8253,2,205,410.0
7083,103476,3273,2,63,126.0
7084,103476,3279,1,71,71.0
7085,103477,2648,1,193,193.0
7086,103478,154,4,219,876.0
7087,103479,8618,1,324,324.0
7088,103479,8621,2,206,412.0
7089,103479,8621,1,206,206.0
7090,103480,4710,1,69,69.0
7091,103480,4713,1,142,142.0
7092,103480,4714,1,190,190.0
7093,103481,7810,1,233,233.0
7094,103481,7808,-3,125,375.0
7095,103481,7803,1,347,347.0
7096,103482,3816,2,203,406.0
7097,103482,3809,1,204,204.0
7098,103483,7321,1,222,222.0
7099,103483,7319,2,252,504.0
7100,103484,4987,1,179,179.0
7101,103484,4989,1,142,142.0
7102,103485,4759,1,222,222.0
7103,103485,4751,1,170,170.0
7104,103486,2348,1,156,156.0
7105,103487,4249,1,164,164.0
7106,103487,4253,2,119,238.0
7107,103487,4251,1,293,293.0
7108,103487,4253,2,119,238.0
7109,103488,8150,1,313,313.0
7110,103488,8146,1,240,240.0
7111,103489,4065,1,132,132.0
7112,103489,4064,2,111,222.0
7113,103490,5268,1,233,233.0
7114,103490,5273,1,131,131.0
7115,103490,5272,1,337,337.0
7116,103491,3425,1,185,185.0
7117,103491,3428,1,193,193.0
7118,103491,3429,3,154,462.0
7119,103491,3426,2,160,320.0
7120,103492,1298,1,209,209.0
7121,103493,695,1,252,252.0
7122,103494,8271,1,254,254.0
7123,103494,8270,1,263,263.0
7124,103494,8264,2,253,506.0
7125,103494,8268,2,120,240.0
7126,103495,3543,4,242,968.0
7127,103495,3544,4,252,1008.0
7128,103495,3544,1,252,252.0
7129,103496,2087,2,225,450.0
7130,103497,2134,1,264,264.0
7131,103498,7958,1,203,203.0
7132,103499,8406,1,308,308.0
7133,103499,8406,4,308,1232.0
7134,103499,8410,1,182,182.0
7135,103500,2581,1,40,40.0
7136,103500,2583,1,109,109.0
7137,103501,7273,1,192,192.0
7138,103502,8813,2,195,390.0
7139,103502,8812,1,313,313.0
7140,103503,5459,3,250,750.0
7141,103503,5460,3,40,120.0
7142,103504,7429,2,218,436.0
7143,103505,5443,4,229,916.0
7144,103506,7271,1,200,200.0
7145,103507,899,1,105,105.0
7146,103507,895,1,136,136.0
7147,103508,5682,4,40,160.0
7148,103508,5684,1,197,197.0
7149,103508,5681,3,333,999.0
7150,103509,7186,4,260,1040.0
7151,103510,222,1,67,67.0
7152,103510,218,2,146,292.0
7153,103510,222,2,67,134.0
7154,103510,219,1,116,116.0
7155,103511,6978,1,180,180.0
7156,103512,4943,1,117,117.0
7157,103512,4941,2,71,142.0
7158,103513,6397,1,159,159.0
7159,103513,6397,1,159,159.0
7160,103513,6390,1,40,40.0
7161,103514,7491,1,397,397.0
7162,103515,333,1,332,332.0
7163,103515,334,2,40,80.0
7164,103516,1644,2,236,472.0
7165,103517,363,1,227,227.0
7166,103517,365,4,331,1324.0
7167,103518,7168,1,155,155.0
7168,103518,7169,1,210,210.0
7169,103519,2197,1,248,248.0
7170,103519,2190,1,159,159.0
7171,103519,2196,1,178,178.0
7172,103520,1660,1,190,190.0
7173,103520,1663,2,282,564.0
7174,103521,4340,1,229,229.0
7175,103521,4335,-2,209,418.0
7176,103521,4340,1,229,229.0
7177,103522,5700,2,143,286.0
7178,103522,5704,1,331,331.0
7179,103522,5704,1,331,331.0
7180,103523,1577,1,40,40.0
7181,103524,3991,3,121,363.0
7182,103525,4206,1,92,92.0
7183,103526,4551,2,174,348.0
7184,103526,4552,3,145,435.0
7185,103527,2400,3,183,549.0
7186,103527,2400,2,183,366.0
7187,103527,2406,2,40,80.0
7188,103527,2401,2,227,454.0
7189,103528,8705,1,328,328.0
7190,103529,7134,1,271,271.0
7191,103530,4629,1,171,171.0
7192,103530,4632,3,330,990.0
7193,103530,4629,2,171,342.0
7194,103531,6749,1,206,206.0
7195,103532,571,1,261,261.0
7196,103532,570,2,328,656.0
7197,103533,8512,1,143,143.0
7198,103533,8508,1,136,136.0
7199,103533,8506,1,190,190.0
7200,103534,4389,1,225,225.0
7201,103535,1099,2,90,180.0
7202,103535,1099,4,90,360.0
7203,103535,1099,3,90,270.0
7204,103536,4354,1,181,181.0
7205,103537,7976,2,309,618.0
7206,103538,5722,-1,427,427.0
7207,103538,5722,1,427,427.0
7208,103538,5717,2,110,220.0
7209,103538,5718,2,42,84.0
7210,103539,6889,1,189,189.0
7211,103539,6893,1,129,129.0
7212,103540,5651,1,137,137.0
7213,103541,4855,1,40,40.0
7214,103542,5253,1,131,131.0
7215,103542,5253,2,131,262.0
7216,103544,653,2,253,506.0
7217,103544,659,1,93,93.0
7218,103544,655,1,198,198.0
7219,103545,8631,1,182,182.0
7220,103545,8630,1,106,106.0
7221,103546,3364,4,234,936.0
7222,103547,7571,1,50,50.0
7223,103547,7566,1,240,240.0
7224,103548,2654,4,257,1028.0
7225,103549,7750,1,126,126.0
7226,103549,7748,2,249,498.0
7227,103549,7751,2,361,722.0
7228,103550,1305,1,305,305.0
7229,103550,1305,3,305,915.0
7230,103551,6980,1,215,215.0
7231,103551,6979,1,308,308.0
7232,103552,4451,1,86,86.0
7233,103552,4447,2,358,716.0
7234,103553,8752,3,286,858.0
7235,103553,8753,1,404,404.0
7236,103554,439,2,113,226.0
7237,103555,3740,1,148,148.0
7238,103555,3746,1,196,196.0
7239,103555,3746,3,196,588.0
7240,103556,8461,1,135,135.0
7241,103556,8464,1,118,118.0
7242,103557,833,1,325,325.0
7243,103557,831,1,246,246.0
7244,103558,6572,1,150,150.0
7245,103558,6568,2,98,196.0
7246,103558,6575,1,190,190.0
7247,103559,4518,1,390,390.0
7248,103560,3154,4,142,
7249,103561,8718,3,105,315.0
7250,103562,5431,1,40,40.0
7251,103562,5429,1,176,176.0
7252,103563,797,1,106,106.0
7253,103563,795,2,141,282.0
7254,103564,5440,1,52,52.0
7255,103564,5436,2,139,278.0
7256,103564,5436,1,139,139.0
7257,103565,5980,2,189,378.0
7258,103565,5981,2,201,402.0
7259,103566,3524,1,89,89.0
7260,103566,3522,1,216,216.0
7261,103566,3517,1,148,148.0
7262,103566,3520,2,258,516.0
7263,103567,3116,2,325,650.0
7264,103567,3116,1,325,325.0
7265,103567,3109,1,239,239.0
7266,103568,4281,4,276,1104.0
7267,103568,4280,1,61,61.0
7268,103569,1028,1,379,379.0
7269,103570,3556,1,64,64.0
7270,103571,2483,3,137,411.0
7271,103571,2483,1,137,137.0
7272,103571,2481,1,304,304.0
7273,103572,3664,2,116,232.0
7274,103572,3663,1,50,50.0
7275,103572,3661,2,101,202.0
7276,103572,3664,1,116,116.0
7277,103573,6548,1,219,219.0
7278,103573,6548,4,219,876.0
7279,103574,8456,2,141,282.0
7280,103574,8450,1,191,191.0
7281,103574,8453,2,172,344.0
7282,103575,5389,2,40,80.0
7283,103575,5393,2,84,168.0
7284,103576,3661,1,101,101.0
7285,103576,3663,1,50,50.0
7286,103577,8930,3,157,471.0
7287,103578,7570,1,307,307.0
7288,103579,2077,1,187,187.0
7289,103579,2073,1,194,194.0
7290,103579,2073,2,194,388.0
7291,103579,2074,2,98,196.0
7292,103580,5957,1,232,232.0
7293,103580,5962,1,185,185.0
7294,103581,2765,3,40,120.0
7295,103582,7829,2,223,446.0
7296,103583,8630,1,106,106.0
7297,103583,8630,3,106,318.0
7298,103583,8627,1,227,227.0
7299,103583,8628,3,200,600.0
7300,103584,5639,2,116,232.0
7301,103584,5643,1,103,103.0
7302,103584,5642,4,251,1004.0
7303,103585,2294,1,192,192.0
7304,103585,2295,1,150,150.0
7305,103585,2295,3,150,450.0
7306,103585,2299,2,220,440.0
7307,103586,7754,2,315,630.0
7308,103586,7753,1,294,294.0
7309,103586,7752,3,164,492.0
7310,103587,3942,2,252,504.0
7311,103587,3942,4,252,1008.0
7312,103588,6790,1,159,159.0
7313,103589,5798,2,154,308.0
7314,103590,8548,1,154,154.0
7315,103590,8549,1,142,142.0
7316,103590,8546,2,76,152.0
7317,103590,8551,2,205,410.0
7318,103591,6289,1,131,131.0
7319,103591,6290,4,268,1072.0
7320,103591,6289,1,131,131.0
7321,103591,6293,1,170,170.0
7322,103592,8243,4,240,960.0
7323,103593,6084,1,97,97.0
7324,103593,6082,1,355,355.0
7325,103594,542,1,128,128.0
7326,103594,543,1,413,413.0
7327,103595,5839,2,334,668.0
7328,103595,5842,1,263,263.0
7329,103596,5458,1,259,259.0
7330,103596,5461,1,312,312.0
7331,103596,5458,1,259,259.0
7332,103597,6545,2,244,488.0
7333,103598,166,1,128,128.0
7334,103599,7364,3,124,372.0
7335,103599,7368,3,148,444.0
7336,103600,5687,3,270,810.0
7337,103600,5689,1,329,329.0
7338,103600,5688,1,357,357.0
7339,103600,5687,1,270,270.0
7340,103601,3372,1,101,101.0
7341,103601,3376,4,72,288.0
7342,103602,3946,4,97,388.0
7343,103603,2586,1,138,138.0
7344,103603,2582,2,225,450.0
7345,103604,7177,2,147,294.0
7346,103605,8024,1,397,397.0
7347,103606,5827,3,237,711.0
7348,103606,5824,1,40,40.0
7349,103606,5823,2,156,312.0
7350,103607,8655,1,314,314.0
7351,103607,8656,1,149,149.0
7352,103608,3311,1,77,77.0
7353,103609,8391,1,343,343.0
7354,103609,8393,3,99,297.0
7355,103610,16,2,255,510.0
7356,103611,2348,4,156,624.0
7357,103612,6510,1,94,94.0
7358,103612,6510,4,94,376.0
7359,103613,5332,3,162,486.0
7360,103613,5337,2,66,132.0
7361,103614,7368,3,148,444.0
7362,103615,4691,-2,146,292.0
7363,103616,3565,2,175,350.0
7364,103616,3569,1,222,222.0
7365,103617,2094,1,191,191.0
7366,103617,2095,2,184,368.0
7367,103618,156,1,40,40.0
7368,103619,6299,3,150,450.0
7369,103620,1523,3,203,609.0
7370,103620,1523,2,203,406.0
7371,103620,1526,2,46,92.0
7372,103620,1526,1,46,46.0
7373,103621,7304,1,233,233.0
7374,103621,7306,1,112,112.0
7375,103622,4978,3,188,564.0
7376,103623,4869,3,170,510.0
7377,103623,4867,1,339,339.0
7378,103623,4865,1,258,258.0
7379,103624,492,2,320,640.0
7380,103624,493,1,128,128.0
7381,103624,496,1,123,123.0
7382,103625,7329,1,168,168.0
7383,103625,7326,1,218,218.0
7384,103626,4565,2,40,80.0
7385,103626,4567,3,185,555.0
7386,103627,3304,1,298,298.0
7387,103628,277,4,143,572.0
7388,103629,7294,1,152,152.0
7389,103630,5472,1,188,188.0
7390,103630,5473,1,40,40.0
7391,103630,5466,2,76,152.0
7392,103631,3965,2,192,384.0
7393,103631,3965,1,192,192.0
7394,103632,3155,3,177,531.0
7395,103632,3153,2,238,476.0
7396,103633,7895,1,153,153.0
7397,103634,7536,4,263,1052.0
7398,103635,728,1,40,40.0
7399,103635,728,4,40,160.0
7400,103635,725,3,161,483.0
7401,103636,1547,2,184,368.0
7402,103636,1549,2,277,554.0
7403,103637,4845,1,192,192.0
7404,103637,4843,2,81,162.0
7405,103637,4838,1,228,228.0
7406,103638,6873,2,130,260.0
7407,103638,6876,1,154,154.0
7408,103639,7888,1,303,303.0
7409,103639,7891,1,176,176.0
7410,103640,1114,1,177,177.0
7411,103640,1109,1,241,241.0
7412,103641,2541,1,247,247.0
7413,103641,2541,2,247,494.0
7414,103642,7486,1,127,127.0
7415,103642,7489,1,182,182.0
7416,103643,4738,2,136,272.0
7417,103643,4735,1,155,155.0
7418,103644,8226,1,83,83.0
7419,103644,8226,1,83,83.0
7420,103644,8223,1,229,229.0
7421,103645,7721,1,194,194.0
7422,103646,2649,1,244,244.0
7423,103646,2649,3,244,732.0
7424,103646,2645,3,102,306.0
7425,103647,7270,1,152,152.0
7426,103648,2832,3,245,735.0
7427,103648,2837,1,266,266.0
7428,103648,2836,3,301,903.0
7429,103649,2222,1,317,317.0
7430,103650,341,1,244,244.0
7431,103651,5724,2,66,132.0
7432,103651,5730,2,182,364.0
7433,103651,5729,2,215,430.0
7434,103652,2820,1,40,40.0
7435,103652,2823,1,197,197.0
7436,103653,2985,1,143,143.0
7437,103654,5207,1,181,181.0
7438,103654,5208,3,121,363.0
7439,103654,5207,1,181,181.0
7440,103654,5214,1,234,234.0
7441,103655,8294,1,56,56.0
7442,103655,8292,1,172,172.0
7443,103655,8287,2,213,426.0
7444,103656,4925,1,270,270.0
7445,103656,4920,1,238,
7446,103657,7225,4,236,944.0
7447,103657,7222,2,250,500.0
7448,103657,7223,4,256,1024.0
7449,103658,6728,1,40,40.0
7450,103658,6722,1,149,149.0
7451,103659,8416,4,246,984.0
7452,103659,8419,4,127,508.0
7453,103659,8416,1,246,246.0
7454,103659,8412,1,102,102.0
7455,103660,7013,4,40,160.0
7456,103660,7009,1,60,60.0
7457,103661,5410,1,40,40.0
7458,103662,2612,2,260,520.0
7459,103662,2614,2,40,80.0
7460,103663,8405,2,255,510.0
7461,103663,8399,3,248,744.0
7462,103664,5579,1,165,165.0
7463,103664,5581,2,191,382.0
7464,103665,4062,1,327,327.0
7465,103666,3190,1,148,148.0
7466,103667,4860,1,184,184.0
7467,103668,3743,1,208,208.0
7468,103668,3746,1,196,196.0
7469,103668,3745,-1,40,40.0
7470,103668,3741,3,279,837.0
7471,103669,1022,1,111,111.0
7472,103669,1027,1,160,160.0
7473,103670,5685,1,217,217.0
7474,103670,5682,4,40,160.0
7475,103671,128,1,277,277.0
7476,103672,2306,1,222,222.0
7477,103672,2301,2,231,462.0
7478,103673,3090,1,240,240.0
7479,103674,5012,2,158,316.0
7480,103674,5009,1,306,306.0
7481,103674,5013,1,253,253.0
7482,103675,1783,1,144,144.0
7483,103675,1788,2,188,376.0
7484,103676,3735,1,100,100.0
7485,103676,3739,1,159,159.0
7486,103677,3315,2,317,634.0
7487,103677,3318,1,46,46.0
7488,103677,3316,1,169,169.0
7489,103678,4260,1,282,282.0
7490,103678,4260,1,282,282.0
7491,103678,4258,1,176,176.0
7492,103679,728,1,40,40.0
7493,103680,5267,3,111,333.0
7494,103681,4491,3,241,723.0
7495,103681,4493,1,86,86.0
7496,103681,4496,2,107,214.0
7497,103682,7171,1,166,166.0
7498,103682,7176,2,244,488.0
7499,103682,7173,3,40,120.0
7500,103683,3543,2,242,484.0
7501,103684,7154,3,342,1026.0
7502,103684,7158,4,347,1388.0
7503,103684,7150,1,40,40.0
7504,103684,7155,1,182,182.0
7505,103685,6964,1,71,71.0
7506,103685,6966,1,234,234.0
7507,103686,2154,2,226,452.0
7508,103686,2153,2,263,526.0
7509,103687,1618,4,344,1376.0
7510,103687,1621,4,123,492.0
7511,103687,1618,1,344,344.0
7512,103688,3890,1,40,40.0
7513,103688,3893,1,90,90.0
7514,103689,1347,2,100,200.0
7515,103690,6739,1,240,240.0
7516,103691,2038,2,222,444.0
7517,103692,3775,3,195,585.0
7518,103692,3774,-3,235,705.0
7519,103692,3773,1,189,189.0
7520,103693,8172,1,243,243.0
7521,103693,8180,1,238,238.0
7522,103694,4462,2,162,324.0
7523,103695,5093,1,290,290.0
7524,103695,5094,1,180,
7525,103695,5091,4,251,1004.0
7526,103695,5098,2,170,340.0
7527,103696,2876,2,203,406.0
7528,103696,2880,2,230,460.0
7529,103697,7941,1,282,282.0
7530,103697,7939,3,208,624.0
7531,103698,280,2,141,282.0
7532,103699,192,1,231,231.0
7533,103699,200,2,291,582.0
7534,103699,198,1,81,81.0
7535,103699,198,1,81,81.0
7536,103700,5803,2,237,474.0
7537,103701,1083,1,328,328.0
7538,103701,1091,1,46,46.0
7539,103701,1090,1,251,251.0
7540,103702,6775,4,228,912.0
7541,103703,8795,1,167,167.0
7542,103703,8799,1,163,163.0
7543,103703,8799,1,163,163.0
7544,103704,4062,3,327,981.0
7545,103704,4066,1,111,111.0
7546,103705,1741,1,106,106.0
7547,103706,7740,2,89,178.0
7548,103706,7740,1,89,89.0
7549,103706,7742,1,175,175.0
7550,103707,4493,1,86,86.0
7551,103708,6920,2,40,80.0
7552,103709,116,1,198,198.0
7553,103710,5071,1,64,64.0
7554,103711,8548,1,154,154.0
7555,103711,8552,1,118,118.0
7556,103711,8550,2,89,178.0
7557,103712,8748,2,112,224.0
7558,103713,6392,2,197,394.0
7559,103713,6392,1,197,197.0
7560,103714,8013,2,244,488.0
7561,103714,8010,2,40,80.0
7562,103715,8783,4,240,960.0
7563,103716,7442,1,247,247.0
7564,103717,3427,1,40,40.0
7565,103717,3429,1,154,154.0
7566,103718,8812,3,313,939.0
7567,103718,8807,2,86,172.0
7568,103718,8815,1,107,107.0
7569,103718,8815,2,107,214.0
7570,103719,4523,1,76,76.0
7571,103719,4526,2,232,464.0
7572,103720,2198,1,147,147.0
7573,103720,2206,2,234,468.0
7574,103720,2204,3,133,399.0
7575,103721,8115,1,288,288.0
7576,103721,8117,1,219,219.0
7577,103722,6068,4,224,896.0
7578,103722,6067,2,262,524.0
7579,103723,3834,1,304,304.0
7580,103723,3835,3,243,729.0
7581,103724,2274,3,40,120.0
7582,103724,2276,1,191,191.0
7583,103725,438,1,260,260.0
7584,103725,435,4,227,908.0
7585,103726,3967,2,87,174.0
7586,103726,3966,1,69,
7587,103727,255,1,230,230.0
7588,103728,7284,1,156,156.0
7589,103729,8884,2,371,742.0
7590,103730,3480,2,98,196.0
7591,103731,2555,1,221,221.0
7592,103732,6992,2,408,816.0
7593,103733,7168,1,155,155.0
7594,103734,6081,1,83,83.0
7595,103734,6083,2,320,640.0
7596,103734,6084,1,97,97.0
7597,103734,6085,2,222,444.0
7598,103735,3860,1,237,237.0
7599,103736,7150,1,40,40.0
7600,103736,7156,2,173,346.0
7601,103737,7553,1,277,277.0
7602,103737,7552,1,182,182.0
7603,103738,6943,1,40,40.0
7604,103739,415,1,95,95.0
7605,103739,415,1,95,95.0
7606,103739,419,2,81,162.0
7607,103740,5715,4,227,908.0
7608,103741,5971,4,51,204.0
7609,103742,5839,1,334,334.0
7610,103743,1408,2,232,464.0
7611,103744,311,1,75,75.0
7612,103745,5486,1,142,142.0
7613,103745,5481,4,82,328.0
7614,103745,5486,1,142,142.0
7615,103746,4563,2,40,80.0
7616,103746,4562,1,134,134.0
7617,103746,4560,1,238,238.0
7618,103747,8800,2,40,80.0
7619,103747,8796,4,219,876.0
7620,103748,1025,3,255,765.0
7621,103748,1022,-1,111,111.0
7622,103749,4304,1,284,284.0
7623,103750,8302,1,140,140.0
7624,103750,8306,2,59,118.0
7625,103750,8305,1,264,264.0
7626,103750,8305,1,264,264.0
7627,103751,536,1,247,247.0
7628,103751,534,1,200,200.0
7629,103751,536,2,247,494.0
7630,103751,535,2,209,418.0
7631,103752,3734,1,63,63.0
7632,103752,3736,1,181,181.0
7633,103752,3739,2,159,318.0
7634,103752,3736,3,181,543.0
7635,103753,7095,1,294,294.0
7636,103753,7092,2,40,80.0
7637,103754,5998,1,147,147.0
7638,103754,5998,1,147,147.0
7639,103755,6088,2,220,440.0
7640,103755,6087,2,256,512.0
7641,103755,6091,2,132,264.0
7642,103756,5197,2,40,80.0
7643,103756,5195,1,225,225.0
7644,103757,2389,1,96,96.0
7645,103757,2386,1,358,358.0
7646,103757,2390,1,150,150.0
7647,103758,1365,1,242,242.0
7648,103758,1364,3,183,549.0
7649,103758,1369,1,229,229.0
7650,103759,3297,1,241,241.0
7651,103759,3301,1,335,335.0
7652,103759,3298,2,219,438.0
7653,103760,7500,1,40,40.0
7654,103760,7496,1,86,86.0
7655,103761,5349,2,131,262.0
7656,103761,5345,2,142,284.0
7657,103761,5345,1,142,142.0
7658,103762,3066,2,40,80.0
7659,103762,3064,2,125,
7660,103762,3067,1,328,328.0
7661,103763,5474,1,196,196.0
7662,103763,5479,1,111,111.0
7663,103764,7061,1,195,195.0
7664,103764,7065,2,96,192.0
7665,103764,7059,4,104,416.0
7666,103764,7065,1,96,96.0
7667,103765,1218,1,120,120.0
7668,103765,1221,1,40,40.0
7669,103766,3516,2,81,162.0
7670,103767,4525,2,54,108.0
7671,103767,4523,2,76,152.0
7672,103768,2069,1,96,96.0
7673,103769,4002,2,245,490.0
7674,103769,4007,4,40,160.0
7675,103769,4009,1,240,240.0
7676,103770,5973,1,215,215.0
7677,103770,5972,1,259,259.0
7678,103771,2638,1,188,188.0
7679,103772,3218,1,97,97.0
7680,103772,3218,2,97,194.0
7681,103773,8233,4,131,524.0
7682,103773,8228,3,66,198.0
7683,103773,8227,1,167,167.0
7684,103773,8231,1,165,165.0
7685,103774,6163,4,63,252.0
7686,103774,6169,1,151,151.0
7687,103775,8264,1,253,253.0
7688,103775,8271,1,254,254.0
7689,103776,4477,2,194,388.0
7690,103776,4477,1,194,194.0
7691,103776,4480,1,220,220.0
7692,103777,4471,3,213,639.0
7693,103778,4545,1,291,291.0
7694,103779,8517,1,281,281.0
7695,103780,2988,2,152,304.0
7696,103780,2983,-2,236,472.0
7697,103780,2983,2,236,472.0
7698,103781,7086,2,98,196.0
7699,103782,4408,2,255,510.0
7700,103782,4409,3,133,399.0
7701,103782,4407,2,88,176.0
7702,103782,4410,4,46,184.0
7703,103783,132,2,119,
7704,103783,128,1,277,277.0
7705,103784,3114,1,425,425.0
7706,103784,3110,1,40,40.0
7707,103785,1154,1,51,51.0
7708,103785,1154,1,51,51.0
7709,103786,308,2,101,202.0
7710,103786,314,3,246,738.0
7711,103787,8576,2,233,466.0
7712,103788,6320,1,224,224.0
7713,103789,6794,3,196,588.0
7714,103789,6795,1,40,40.0
7715,103789,6790,1,159,159.0
7716,103790,72,3,256,768.0
7717,103791,3992,1,55,55.0
7718,103792,8509,3,157,471.0
7719,103792,8507,2,171,342.0
7720,103792,8511,2,159,318.0
7721,103793,5170,1,266,266.0
7722,103793,5176,1,136,136.0
