FeedbackID,OrderID,CustomerRating,DeliveryRating,FoodRating,Review,Sentiment
3881,100582,2.0,1,2,Wrong item delivered.,Negative
3882,102063,5.0,5,4,Best biryani in town!,Positive
3883,118739,5.0,5,5,Amazing experience overall.,Positive
3884,103018,3.0,3,4,"Food was okay, nothing special.",Neutral
3885,107542,5.0,4,5,Best biryani in town!,Positive
3886,109609,4.0,3,4,"Loved the taste, will order again.",Positive
3887,105857,4.0,3,5,Packaging was excellent and food was hot.,Positive
3888,110588,2.0,2,2,Food arrived cold and late.,Negative
3889,118646,5.0,5,5,"Loved the taste, will order again.",Positive
3890,118376,4.0,3,3,Best biryani in town!,Positive
3891,103798,4.0,3,5,Amazing experience overall.,Positive
3892,104405,3.0,4,4,"Food was okay, nothing special.",Neutral
3893,112564,1.0,2,2,Quality was not up to the mark.,Negative
3894,109698,3.0,3,4,,Neutral
3895,103411,5.0,5,5,Amazing experience overall.,Positive
3896,108563,4.0,4,3,Packaging was excellent and food was hot.,Positive
3897,113423,5.0,5,5,"Loved the taste, will order again.",Positive
3898,116974,2.0,3,1,Order was incomplete.,Negative
3899,105571,3.0,4,4,"Food was okay, nothing special.",Neutral
3900,112983,5.0,4,5,Packaging was excellent and food was hot.,Positive
3901,110482,1.0,1,1,Delivery took way too long.,Negative
3902,119529,4.0,4,5,Great food and fast delivery!,Positive
3903,113197,5.0,5,5,,Positive
3904,109219,1.0,2,1,Wrong item delivered.,Negative
3905,112087,3.0,3,3,,Neutral
3906,105739,5.0,5,4,Amazing experience overall.,Positive
3907,115014,5.0,5,4,Best biryani in town!,Positive
3908,118840,5.0,4,5,Delivery partner was very polite.,Positive
3909,106541,3.0,4,4,"Food was okay, nothing special.",Neutral
3910,117551,1.0,1,1,Very disappointed with the service.,Negative
3911,106594,4.0,4,4,Best biryani in town!,Positive
3912,105401,3.0,4,3,"Food was okay, nothing special.",Neutral
3913,114792,5.0,5,5,"Loved the taste, will order again.",Positive
3914,117941,2.0,3,2,Food arrived cold and late.,Negative
3915,102911,5.0,4,5,"Loved the taste, will order again.",Positive
3916,116090,4.0,4,5,Amazing experience overall.,Positive
3917,104413,5.0,5,5,Delivery partner was very polite.,Positive
3918,119125,1.0,1,1,Wrong item delivered.,Negative
3919,100234,5.0,5,4,Packaging was excellent and food was hot.,Positive
3920,107539,4.0,5,4,Packaging was excellent and food was hot.,Positive
3921,103777,1.0,1,1,Quality was not up to the mark.,Negative
3922,100464,3.0,2,4,,Neutral
3923,108848,3.0,2,3,Average experience.,Neutral
3924,100335,4.0,5,4,Great food and fast delivery!,Positive
3925,116741,3.0,4,4,Delivery was on time but food was mediocre.,Neutral
3926,113121,2.0,3,1,Delivery took way too long.,Negative
3927,119268,2.0,3,2,Delivery took way too long.,Negative
3928,112528,4.0,3,4,"Loved the taste, will order again.",Positive
3929,117881,3.0,2,4,Delivery was on time but food was mediocre.,Neutral
3930,106986,4.0,4,5,"Loved the taste, will order again.",Positive
3931,107577,5.0,4,5,Best biryani in town!,Positive
3932,120058,1.0,1,1,Food arrived cold and late.,Negative
3933,102555,3.0,4,2,,Neutral
3934,100486,5.0,5,5,Best biryani in town!,Positive
3935,101335,5.0,5,5,,Positive
3936,108230,5.0,5,4,Packaging was excellent and food was hot.,Positive
3937,111271,3.0,3,3,,Neutral
3938,103832,5.0,4,5,Great food and fast delivery!,Positive
3939,106329,3.0,2,4,,Neutral
3940,115035,2.0,2,3,Order was incomplete.,Negative
3941,118153,2.0,1,2,Very disappointed with the service.,Negative
3942,114156,4.0,5,4,Delivery partner was very polite.,Positive
3943,111632,4.0,3,4,Amazing experience overall.,Positive
3944,114029,4.0,5,4,Packaging was excellent and food was hot.,Positive
3945,106626,4.0,4,5,Packaging was excellent and food was hot.,Positive
3946,120325,4.0,5,3,Delivery partner was very polite.,Positive
3947,116431,4.0,5,4,Delivery partner was very polite.,Positive
3948,112481,5.0,5,5,"Loved the taste, will order again.",Positive
3949,106261,5.0,5,5,Packaging was excellent and food was hot.,Positive
3950,103101,1.0,1,2,Very disappointed with the service.,Negative
3951,105356,4.0,7,4,Great food and fast delivery!,Positive
3952,114906,5.0,5,5,Packaging was excellent and food was hot.,Positive
3953,114200,2.0,1,3,Food arrived cold and late.,Negative
3954,119177,4.0,4,5,"Loved the taste, will order again.",Positive
3955,109526,1.0,2,1,Order was incomplete.,Negative
3956,108349,5.0,5,5,Best biryani in town!,Positive
3957,114385,1.0,2,2,Order was incomplete.,Negative
3958,116470,2.0,1,2,Very disappointed with the service.,Negative
3959,109152,5.0,5,4,Great food and fast delivery!,Positive
3960,111634,5.0,4,5,Packaging was excellent and food was hot.,Positive
3961,102223,4.0,3,3,,Positive
3962,113634,2.0,2,2,Food arrived cold and late.,Negative
3963,118150,4.0,3,5,Delivery partner was very polite.,Positive
3964,105688,,4,5,Packaging was excellent and food was hot.,Positive
3965,110975,1.0,1,1,Food arrived cold and late.,Negative
3966,119640,5.0,5,5,Best biryani in town!,Positive
3967,106017,4.0,9,5,Best biryani in town!,Positive
3968,112990,5.0,4,5,Delivery partner was very polite.,Positive
3969,116721,4.0,4,3,Great food and fast delivery!,Positive
3970,109042,4.0,5,4,Great food and fast delivery!,Positive
3971,117349,4.0,5,5,,Positive
3972,100407,4.0,4,4,Packaging was excellent and food was hot.,Positive
3973,112235,5.0,5,4,Amazing experience overall.,Positive
3974,119042,2.0,1,2,Very disappointed with the service.,Negative
3975,110607,5.0,8,4,Amazing experience overall.,Positive
3976,105115,2.0,2,3,Wrong item delivered.,Negative
3977,106611,3.0,3,4,Delivery was on time but food was mediocre.,Neutral
3978,103317,5.0,4,4,Delivery partner was very polite.,Positive
3979,109265,4.0,5,4,Amazing experience overall.,Positive
3980,109481,1.0,2,2,Delivery took way too long.,Negative
3981,107023,3.0,3,4,"Food was okay, nothing special.",Neutral
3982,114261,4.0,5,5,"Loved the taste, will order again.",Positive
3983,118763,3.0,2,4,Average experience.,Neutral
3984,101817,5.0,4,4,"Loved the taste, will order again.",Positive
3985,113540,5.0,5,5,Best biryani in town!,Positive
3986,113563,4.0,4,4,Amazing experience overall.,Positive
3987,113907,5.0,5,4,Best biryani in town!,Positive
3988,102699,5.0,5,5,,Positive
3989,114773,2.0,2,3,Very disappointed with the service.,Negative
3990,103526,4.0,3,5,Amazing experience overall.,Positive
3991,116458,5.0,5,5,Delivery partner was very polite.,Positive
3992,112797,5.0,5,4,Amazing experience overall.,Positive
3993,102038,5.0,4,5,Amazing experience overall.,Positive
3994,113535,1.0,1,1,Order was incomplete.,Negative
3995,103800,4.0,5,3,Amazing experience overall.,Positive
3996,116936,2.0,3,2,Wrong item delivered.,Negative
3997,117506,3.0,3,3,Average experience.,Neutral
3998,110146,5.0,5,5,"Loved the taste, will order again.",Positive
3999,117622,4.0,5,5,Best biryani in town!,Positive
4000,116868,3.0,3,2,,Neutral
4001,117772,2.0,3,3,Quality was not up to the mark.,Negative
4002,108544,4.0,4,5,,Positive
4003,100207,3.0,4,3,"Food was okay, nothing special.",Neutral
4004,120138,2.0,2,1,Order was incomplete.,Negative
4005,117352,3.0,2,4,,Neutral
4006,115938,5.0,5,5,"Loved the taste, will order again.",Positive
4007,113161,4.0,4,5,Great food and fast delivery!,Positive
4008,102221,5.0,4,5,Packaging was excellent and food was hot.,Positive
4009,115431,3.0,2,2,Average experience.,Neutral
4010,104685,5.0,4,4,Best biryani in town!,Positive
4011,103700,2.0,3,3,Very disappointed with the service.,Negative
4012,118784,3.0,3,4,Delivery was on time but food was mediocre.,Neutral
4013,116361,3.0,3,2,Delivery was on time but food was mediocre.,Neutral
4014,111013,4.0,5,5,Delivery partner was very polite.,Positive
4015,113326,4.0,4,3,Delivery partner was very polite.,Positive
4016,100915,3.0,3,4,Average experience.,Neutral
4017,118542,3.0,3,2,"Food was okay, nothing special.",Neutral
4018,119431,3.0,2,2,,Neutral
4019,106702,4.0,4,3,Great food and fast delivery!,Positive
4020,101316,5.0,4,5,Packaging was excellent and food was hot.,Positive
4021,116196,5.0,5,4,Packaging was excellent and food was hot.,Positive
4022,103650,2.0,2,3,Food arrived cold and late.,Negative
4023,113768,5.0,5,4,Best biryani in town!,Positive
4024,112108,1.0,2,2,Delivery took way too long.,Negative
4025,108235,4.0,4,3,Best biryani in town!,Positive
4026,105578,2.0,1,3,Quality was not up to the mark.,Negative
4027,117836,1.0,2,1,Order was incomplete.,Negative
4028,107940,2.0,2,2,Very disappointed with the service.,Negative
4029,114997,5.0,5,5,Amazing experience overall.,Positive
4030,104686,1.0,1,1,Food arrived cold and late.,Negative
4031,110754,3.0,2,2,Average experience.,Neutral
4032,113545,1.0,1,1,Order was incomplete.,Negative
4033,117043,2.0,1,1,Order was incomplete.,Negative
4034,103982,2.0,1,1,Quality was not up to the mark.,Negative
4035,100653,4.0,3,3,Packaging was excellent and food was hot.,Positive
4036,108992,5.0,5,4,Best biryani in town!,Positive
4037,109248,5.0,5,5,"Loved the taste, will order again.",Positive
4038,107812,4.0,4,3,Packaging was excellent and food was hot.,Positive
4039,115600,4.0,3,4,"Loved the taste, will order again.",Positive
4040,101377,5.0,5,4,"Loved the taste, will order again.",Positive
4041,119806,4.0,3,5,Packaging was excellent and food was hot.,Positive
4042,117151,5.0,4,4,"Loved the taste, will order again.",Positive
4043,116820,2.0,3,2,Order was incomplete.,Negative
4044,109652,4.0,4,3,Packaging was excellent and food was hot.,Positive
4045,110850,2.0,1,1,Quality was not up to the mark.,Negative
4046,112782,5.0,5,5,Amazing experience overall.,Positive
4047,112500,2.0,6,1,Food arrived cold and late.,Negative
4048,119402,4.0,5,3,Packaging was excellent and food was hot.,Positive
4049,118935,4.0,4,4,Packaging was excellent and food was hot.,Positive
4050,105732,2.0,1,1,Delivery took way too long.,Negative
4051,110874,5.0,4,5,Great food and fast delivery!,Positive
4052,101035,5.0,5,5,Packaging was excellent and food was hot.,Positive
4053,117972,3.0,4,2,,Neutral
4054,100256,,4,3,Amazing experience overall.,Positive
4055,112336,5.0,4,5,,Positive
4056,105584,3.0,3,3,"Food was okay, nothing special.",Neutral
4057,113105,4.0,5,5,Packaging was excellent and food was hot.,Positive
4058,117214,3.0,2,4,"Food was okay, nothing special.",Neutral
4059,114477,2.0,1,3,Quality was not up to the mark.,Negative
4060,119272,5.0,5,4,Packaging was excellent and food was hot.,Positive
4061,116032,5.0,5,4,Great food and fast delivery!,Positive
4062,115795,5.0,4,4,Great food and fast delivery!,Positive
4063,104868,2.0,3,3,Quality was not up to the mark.,Negative
4064,108778,4.0,4,4,Best biryani in town!,Positive
4065,104625,5.0,5,5,Amazing experience overall.,Positive
4066,107551,5.0,5,4,"Loved the taste, will order again.",Positive
4067,102892,5.0,5,5,Best biryani in town!,Positive
4068,113315,5.0,5,5,Great food and fast delivery!,Positive
4069,119902,5.0,5,4,Best biryani in town!,Positive
4070,104597,3.0,3,4,,Neutral
4071,114035,5.0,5,5,Packaging was excellent and food was hot.,Positive
4072,102105,3.0,2,3,"Food was okay, nothing special.",Neutral
4073,104676,3.0,4,3,Average experience.,Neutral
4074,118515,5.0,5,5,Packaging was excellent and food was hot.,Positive
4075,103906,5.0,5,4,Amazing experience overall.,Positive
4076,106703,5.0,5,5,Delivery partner was very polite.,Positive
4077,112278,3.0,3,3,,Neutral
4078,108501,4.0,3,5,Packaging was excellent and food was hot.,Positive
4079,117274,4.0,4,3,Great food and fast delivery!,Positive
4080,114852,2.0,1,2,Wrong item delivered.,Negative
4081,113486,4.0,5,3,"Loved the taste, will order again.",Positive
4082,102245,3.0,3,4,,Neutral
4083,107709,3.0,4,3,"Food was okay, nothing special.",Neutral
4084,101451,3.0,4,4,"Food was okay, nothing special.",Neutral
4085,116367,4.0,3,5,Amazing experience overall.,Positive
4086,111705,3.0,3,3,Average experience.,Neutral
4087,112729,5.0,4,4,Delivery partner was very polite.,Positive
4088,109648,5.0,4,5,Best biryani in town!,Positive
4089,105630,3.0,2,3,Average experience.,Neutral
4090,106266,3.0,3,3,,Neutral
4091,102612,3.0,4,4,"Food was okay, nothing special.",Neutral
4092,100419,5.0,5,5,Amazing experience overall.,Positive
4093,109468,3.0,2,3,"Food was okay, nothing special.",Neutral
4094,108402,5.0,4,5,Great food and fast delivery!,Positive
4095,110967,3.0,4,3,Delivery was on time but food was mediocre.,Neutral
4096,115142,5.0,5,4,Great food and fast delivery!,Positive
4097,103445,2.0,2,2,Very disappointed with the service.,Negative
4098,118226,1.0,1,2,Quality was not up to the mark.,Negative
4099,107797,5.0,5,4,Great food and fast delivery!,Positive
4100,109395,5.0,5,4,Amazing experience overall.,Positive
4101,106062,2.0,2,2,Delivery took way too long.,Negative
4102,104767,4.0,4,4,"Loved the taste, will order again.",Positive
4103,103795,4.0,4,4,"Loved the taste, will order again.",Positive
4104,108369,3.0,3,2,Delivery was on time but food was mediocre.,Neutral
4105,107065,4.0,5,3,Amazing experience overall.,Positive
4106,101803,2.0,1,3,Food arrived cold and late.,Negative
4107,108632,3.0,3,3,"Food was okay, nothing special.",Neutral
4108,110713,3.0,4,4,Delivery was on time but food was mediocre.,Neutral
4109,105047,1.0,2,2,Order was incomplete.,Negative
4110,113237,1.0,1,1,Very disappointed with the service.,Negative
4111,116008,5.0,5,5,Delivery partner was very polite.,Positive
4112,115146,4.0,5,3,"Loved the taste, will order again.",Positive
4113,117417,5.0,4,5,"Loved the taste, will order again.",Positive
4114,102720,3.0,3,2,Average experience.,Neutral
4115,101108,5.0,5,5,Great food and fast delivery!,Positive
4116,100318,5.0,4,5,"Loved the taste, will order again.",Positive
4117,108963,5.0,5,4,Great food and fast delivery!,Positive
4118,104288,2.0,2,3,Very disappointed with the service.,Negative
4119,106119,,1,2,Order was incomplete.,Negative
4120,105143,3.0,4,4,"Food was okay, nothing special.",Neutral
4121,105533,4.0,5,4,Best biryani in town!,Positive
4122,113019,2.0,2,1,Wrong item delivered.,Negative
4123,117624,3.0,3,4,,Neutral
4124,118823,3.0,4,3,,Neutral
4125,105145,5.0,5,5,"Loved the taste, will order again.",Positive
4126,103949,2.0,3,3,Order was incomplete.,Negative
4127,104630,5.0,4,4,Delivery partner was very polite.,Positive
4128,102708,4.0,3,5,Packaging was excellent and food was hot.,Positive
4129,119441,2.0,2,2,Order was incomplete.,Negative
4130,103891,4.0,3,5,,Positive
4131,112126,5.0,4,5,"Loved the taste, will order again.",Positive
4132,117240,,5,5,"Loved the taste, will order again.",Positive
4133,107722,5.0,5,5,Packaging was excellent and food was hot.,Positive
4134,103028,,2,4,,Neutral
4135,108683,3.0,2,4,Delivery was on time but food was mediocre.,Neutral
4136,102014,1.0,2,2,Food arrived cold and late.,Negative
4137,110789,5.0,4,5,Amazing experience overall.,Positive
4138,106545,2.0,1,1,Food arrived cold and late.,Negative
4139,119400,5.0,9,5,Amazing experience overall.,Positive
4140,112216,5.0,5,5,Packaging was excellent and food was hot.,Positive
4141,115679,4.0,3,5,Delivery partner was very polite.,Positive
4142,111668,5.0,5,4,Great food and fast delivery!,Positive
4143,106647,5.0,4,5,Great food and fast delivery!,Positive
4144,118291,3.0,2,3,,Neutral
4145,118049,5.0,5,5,Best biryani in town!,Positive
4146,117500,3.0,4,2,Average experience.,Neutral
4147,112163,4.0,3,3,Delivery partner was very polite.,Positive
4148,100369,2.0,3,3,Very disappointed with the service.,Negative
4149,107810,3.0,3,2,Average experience.,Neutral
4150,101746,2.0,2,2,Very disappointed with the service.,Negative
4151,101925,5.0,4,5,Amazing experience overall.,Positive
4152,119889,3.0,3,2,"Food was okay, nothing special.",Neutral
4153,113631,1.0,1,1,Wrong item delivered.,Negative
4154,108844,5.0,5,5,Delivery partner was very polite.,Positive
4155,110275,5.0,5,4,Best biryani in town!,Positive
4156,119920,3.0,3,3,,Neutral
4157,113543,1.0,1,1,,Negative
4158,106272,3.0,3,2,Average experience.,Neutral
4159,115415,3.0,2,4,Delivery was on time but food was mediocre.,Neutral
4160,110523,1.0,2,1,Very disappointed with the service.,Negative
4161,118162,2.0,3,1,Wrong item delivered.,Negative
4162,115335,2.0,3,3,Quality was not up to the mark.,Negative
4163,113680,4.0,3,4,"Loved the taste, will order again.",Positive
4164,108192,5.0,4,4,Packaging was excellent and food was hot.,Positive
4165,100278,3.0,2,3,Delivery was on time but food was mediocre.,Neutral
4166,104416,5.0,5,4,Amazing experience overall.,Positive
4167,101969,1.0,1,1,Wrong item delivered.,Negative
4168,116405,5.0,5,5,Amazing experience overall.,Positive
4169,106685,5.0,5,4,Best biryani in town!,Positive
4170,108196,5.0,5,5,Delivery partner was very polite.,Positive
4171,119387,2.0,1,2,Delivery took way too long.,Negative
4172,106555,2.0,1,3,Very disappointed with the service.,Negative
4173,104255,4.0,5,4,Packaging was excellent and food was hot.,Positive
4174,105844,4.0,3,4,Packaging was excellent and food was hot.,Positive
4175,100576,4.0,5,3,Delivery partner was very polite.,Positive
4176,117677,4.0,4,4,Great food and fast delivery!,Positive
4177,108406,4.0,4,4,Delivery partner was very polite.,Positive
4178,105276,2.0,3,2,Delivery took way too long.,Negative
4179,113171,5.0,5,4,Packaging was excellent and food was hot.,Positive
4180,116640,3.0,3,4,Delivery was on time but food was mediocre.,Neutral
4181,101486,5.0,5,5,Delivery partner was very polite.,Positive
4182,118039,5.0,5,4,Delivery partner was very polite.,Positive
4183,103077,2.0,2,3,Order was incomplete.,Negative
4184,105369,5.0,5,4,Best biryani in town!,Positive
4185,120219,3.0,3,4,Delivery was on time but food was mediocre.,Neutral
4186,118556,,5,5,Packaging was excellent and food was hot.,Positive
4187,111267,3.0,2,2,Average experience.,Neutral
4188,118687,5.0,4,5,Amazing experience overall.,Positive
4189,116505,3.0,2,4,Average experience.,Neutral
4190,100961,5.0,5,5,Amazing experience overall.,Positive
4191,111751,5.0,4,5,"Loved the taste, will order again.",Positive
4192,116781,5.0,5,4,Best biryani in town!,Positive
4193,111930,3.0,4,4,Average experience.,Neutral
4194,118011,5.0,5,5,Packaging was excellent and food was hot.,Positive
4195,116598,5.0,5,4,Great food and fast delivery!,Positive
4196,114021,5.0,5,5,Delivery partner was very polite.,Positive
4197,112054,3.0,2,2,Delivery was on time but food was mediocre.,Neutral
4198,120431,2.0,1,2,Food arrived cold and late.,Negative
4199,119304,1.0,1,1,Food arrived cold and late.,Negative
4200,108238,3.0,4,3,Average experience.,Neutral
4201,117928,5.0,5,5,Packaging was excellent and food was hot.,Positive
4202,101904,5.0,5,4,"Loved the taste, will order again.",Positive
4203,106477,4.0,5,4,Best biryani in town!,Positive
4204,112398,4.0,4,4,Great food and fast delivery!,Positive
4205,115105,1.0,1,1,Food arrived cold and late.,Negative
4206,119980,2.0,1,2,Very disappointed with the service.,Negative
4207,101453,,5,5,Best biryani in town!,Positive
4208,113796,4.0,5,4,"Loved the taste, will order again.",Positive
4209,107125,4.0,4,4,Great food and fast delivery!,Positive
4210,110561,3.0,3,3,"Food was okay, nothing special.",Neutral
4211,119274,5.0,5,5,Delivery partner was very polite.,Positive
4212,110154,3.0,4,4,Average experience.,Neutral
4213,105628,,4,4,Great food and fast delivery!,Positive
4214,115434,5.0,4,4,Amazing experience overall.,Positive
4215,111172,2.0,1,2,Delivery took way too long.,Negative
4216,101169,4.0,3,5,Packaging was excellent and food was hot.,Positive
4217,106332,4.0,3,4,Amazing experience overall.,Positive
4218,118778,5.0,4,4,Amazing experience overall.,Positive
4219,107952,4.0,3,3,,Positive
4220,111458,5.0,4,5,Delivery partner was very polite.,Positive
4221,114771,2.0,2,2,Order was incomplete.,Negative
4222,105229,5.0,5,5,Packaging was excellent and food was hot.,Positive
4223,110691,4.0,3,5,Delivery partner was very polite.,Positive
4224,117325,2.0,1,1,Order was incomplete.,Negative
4225,120437,3.0,2,2,Average experience.,Neutral
4226,106895,5.0,5,5,Amazing experience overall.,Positive
4227,113080,5.0,8,4,Best biryani in town!,Positive
4228,118361,5.0,5,4,Great food and fast delivery!,Positive
4229,119997,5.0,5,4,Amazing experience overall.,Positive
4230,100516,5.0,5,5,Amazing experience overall.,Positive
4231,101986,2.0,1,2,Very disappointed with the service.,Negative
4232,113063,5.0,5,4,Best biryani in town!,Positive
4233,112732,5.0,4,5,,Positive
4234,113182,2.0,3,2,Wrong item delivered.,Negative
4235,112845,3.0,3,4,Average experience.,Neutral
4236,109607,5.0,4,4,Packaging was excellent and food was hot.,Positive
4237,115572,5.0,5,4,Delivery partner was very polite.,Positive
4238,116199,1.0,1,1,Delivery took way too long.,Negative
4239,104675,4.0,3,4,Delivery partner was very polite.,Positive
4240,117817,5.0,5,5,,Positive
4241,118210,2.0,3,1,Food arrived cold and late.,Negative
4242,105828,3.0,2,3,"Food was okay, nothing special.",Neutral
4243,110974,1.0,2,1,Food arrived cold and late.,Negative
4244,103727,5.0,4,4,"Loved the taste, will order again.",Positive
4245,100817,5.0,5,4,Amazing experience overall.,Positive
4246,104089,5.0,4,5,Amazing experience overall.,Positive
4247,111846,5.0,5,5,Amazing experience overall.,Positive
4248,107144,4.0,3,5,"Loved the taste, will order again.",Positive
4249,103256,5.0,5,4,Delivery partner was very polite.,Positive
4250,117828,3.0,4,4,Average experience.,Neutral
4251,118766,,3,3,Packaging was excellent and food was hot.,Positive
4252,110776,4.0,5,3,Best biryani in town!,Positive
4253,108411,5.0,4,4,Delivery partner was very polite.,Positive
4254,103285,3.0,4,4,,Neutral
4255,101520,2.0,1,2,Delivery took way too long.,Negative
4256,105350,4.0,5,3,Delivery partner was very polite.,Positive
4257,110587,2.0,3,2,Order was incomplete.,Negative
4258,116225,3.0,2,4,Delivery was on time but food was mediocre.,Neutral
4259,101599,5.0,5,5,Great food and fast delivery!,Positive
4260,120151,3.0,4,2,Average experience.,Neutral
4261,119388,3.0,3,2,Average experience.,Neutral
4262,101902,1.0,2,1,Food arrived cold and late.,Negative
4263,108254,3.0,4,2,,Neutral
4264,102115,5.0,5,4,Best biryani in town!,Positive
4265,111054,3.0,3,4,,Neutral
4266,104180,1.0,1,1,Quality was not up to the mark.,Negative
4267,115481,5.0,5,5,Delivery partner was very polite.,Positive
4268,118114,5.0,5,5,Packaging was excellent and food was hot.,Positive
4269,107988,1.0,1,1,Very disappointed with the service.,Negative
4270,109342,5.0,4,5,Amazing experience overall.,Positive
4271,109968,4.0,5,4,"Loved the taste, will order again.",Positive
4272,105292,4.0,4,5,Packaging was excellent and food was hot.,Positive
4273,107113,5.0,5,5,Best biryani in town!,Positive
4274,118985,5.0,5,5,Great food and fast delivery!,Positive
4275,109004,5.0,5,5,"Loved the taste, will order again.",Positive
4276,109821,5.0,4,4,Amazing experience overall.,Positive
4277,112654,2.0,2,1,Very disappointed with the service.,Negative
4278,113401,4.0,4,3,Amazing experience overall.,Positive
4279,111596,2.0,1,2,Very disappointed with the service.,Negative
4280,118271,5.0,5,4,"Loved the taste, will order again.",Positive
4281,112961,2.0,1,3,Very disappointed with the service.,Negative
4282,114199,3.0,3,4,Average experience.,Neutral
4283,104004,5.0,4,4,Amazing experience overall.,Positive
4284,103714,4.0,4,3,Amazing experience overall.,Positive
4285,106108,3.0,3,3,Delivery was on time but food was mediocre.,Neutral
4286,109317,3.0,3,3,"Food was okay, nothing special.",Neutral
4287,112431,2.0,1,1,Delivery took way too long.,Negative
4288,113662,5.0,5,5,Delivery partner was very polite.,Positive
4289,109943,3.0,3,3,"Food was okay, nothing special.",Neutral
4290,101976,5.0,5,4,"Loved the taste, will order again.",Positive
4291,112033,1.0,2,1,Very disappointed with the service.,Negative
4292,101950,5.0,5,5,Packaging was excellent and food was hot.,Positive
4293,102337,5.0,5,4,Best biryani in town!,Positive
4294,115743,3.0,3,2,"Food was okay, nothing special.",Neutral
4295,103799,5.0,5,5,Delivery partner was very polite.,Positive
4296,111340,5.0,5,5,Delivery partner was very polite.,Positive
4297,110986,2.0,1,3,Order was incomplete.,Negative
4298,100037,3.0,4,3,,Neutral
4299,113524,4.0,5,3,Amazing experience overall.,Positive
4300,100375,5.0,4,5,Great food and fast delivery!,Positive
4301,103446,5.0,4,5,"Loved the taste, will order again.",Positive
4302,112863,5.0,5,5,Packaging was excellent and food was hot.,Positive
4303,108503,5.0,5,4,Best biryani in town!,Positive
4304,111831,3.0,4,4,,Neutral
4305,118326,2.0,2,3,Wrong item delivered.,Negative
4306,100685,2.0,2,1,Wrong item delivered.,Negative
4307,118738,2.0,3,2,Wrong item delivered.,Negative
4308,114604,5.0,5,5,"Loved the taste, will order again.",Positive
4309,108792,3.0,3,3,"Food was okay, nothing special.",Neutral
4310,114221,4.0,5,4,Amazing experience overall.,Positive
4311,120461,2.0,3,1,Order was incomplete.,Negative
4312,120130,4.0,3,3,Amazing experience overall.,Positive
4313,110488,3.0,2,3,Delivery was on time but food was mediocre.,Neutral
4314,117690,1.0,1,1,Quality was not up to the mark.,Negative
4315,114532,3.0,4,2,,Neutral
4316,100280,2.0,2,3,Food arrived cold and late.,Negative
4317,111179,5.0,5,5,Delivery partner was very polite.,Positive
4318,107122,2.0,2,1,Order was incomplete.,Negative
4319,113186,5.0,5,5,Great food and fast delivery!,Positive
4320,108073,3.0,2,4,"Food was okay, nothing special.",Neutral
4321,110800,5.0,5,5,"Loved the taste, will order again.",Positive
4322,108086,3.0,3,2,Delivery was on time but food was mediocre.,Neutral
4323,110591,5.0,5,5,Amazing experience overall.,Positive
4324,117490,3.0,4,2,"Food was okay, nothing special.",Neutral
4325,104694,4.0,3,5,"Loved the taste, will order again.",Positive
4326,111432,3.0,2,4,Delivery was on time but food was mediocre.,Neutral
4327,103628,1.0,2,2,Very disappointed with the service.,Negative
4328,113009,2.0,1,2,Wrong item delivered.,Negative
4329,119016,1.0,1,1,Food arrived cold and late.,Negative
4330,109315,5.0,5,4,"Loved the taste, will order again.",Positive
4331,105025,1.0,2,2,Order was incomplete.,Negative
4332,119961,5.0,5,5,Packaging was excellent and food was hot.,Positive
4333,106060,3.0,2,3,Delivery was on time but food was mediocre.,Neutral
4334,117996,1.0,2,1,Delivery took way too long.,Negative
4335,103582,5.0,4,5,Great food and fast delivery!,Positive
4336,103577,4.0,5,3,Great food and fast delivery!,Positive
4337,115534,3.0,3,4,Average experience.,Neutral
4338,114043,4.0,4,3,Best biryani in town!,Positive
4339,114306,1.0,2,2,Food arrived cold and late.,Negative
4340,106392,5.0,4,5,Great food and fast delivery!,Positive
4341,106227,3.0,4,3,Delivery was on time but food was mediocre.,Neutral
4342,107024,1.0,1,2,Food arrived cold and late.,Negative
4343,120099,4.0,3,4,Great food and fast delivery!,Positive
4344,116802,5.0,5,4,Best biryani in town!,Positive
4345,108440,5.0,5,4,Delivery partner was very polite.,Positive
4346,117145,1.0,1,2,Very disappointed with the service.,Negative
4347,110779,1.0,2,2,Quality was not up to the mark.,Negative
4348,114697,5.0,5,5,Great food and fast delivery!,Positive
4349,110102,3.0,4,2,Average experience.,Neutral
4350,118499,5.0,4,5,Best biryani in town!,Positive
4351,113670,3.0,2,3,,Neutral
4352,118206,4.0,3,4,Best biryani in town!,Positive
4353,102746,3.0,4,2,,Neutral
4354,109299,3.0,2,4,"Food was okay, nothing special.",Neutral
4355,106094,2.0,3,2,Wrong item delivered.,Negative
4356,102924,3.0,2,4,,Neutral
4357,115144,5.0,4,5,,Positive
4358,116911,2.0,1,2,Order was incomplete.,Negative
4359,110208,3.0,3,3,Average experience.,Neutral
4360,105550,5.0,5,5,Great food and fast delivery!,Positive
4361,117281,2.0,2,2,Very disappointed with the service.,Negative
4362,114333,2.0,3,1,Quality was not up to the mark.,Negative
4363,100142,3.0,2,3,,Neutral
4364,117807,2.0,2,3,Quality was not up to the mark.,Negative
4365,112241,2.0,3,2,Very disappointed with the service.,Negative
4366,109628,2.0,2,1,Wrong item delivered.,Negative
4367,109158,4.0,5,4,Amazing experience overall.,Positive
4368,117892,4.0,4,4,Delivery partner was very polite.,Positive
