WeatherID,City,Date,Temperature,Rainfall,Humidity,WeatherCondition
3863,Kolkata,08/25/2023,33.3,55.2,59,Humid
3864,Kolkata,2024-09-02,26.6,0.0,54,Humid
3865,Kolkata,02/28/2023,18.0,13.9,53,Foggy
3866,Kolkata,04/07/2024,25.4,375.1,51,Stormy
3867,Kolkata,2023.10.30,17.9,20.1,20,Rainy
3868,Kolkata,03/02/2023,29.4,24.8,42,Clear
3869,Kolkata,11/04/2024,34.4,7.9,38,Stormy
3870,Kolkata,2024-10-22,26.2,92.4,31,Stormy
3871,Kolkata,2024-09-04,31.3,56.6,48,Stormy
3872,Kolkata,2024.12.12,16.1,0.7,64,Clear
3873,Kolkata,2024-02-13,17.7,18.3,48,Clear
3874,Kolkata,27/03/2024,35.3,0.0,45,Clear
3875,Kolkata,19/07/2024,24.2,54.9,45,Clear
3876,Kolkata,18-06-2023,32.2,7.9,49,Rainy
3877,Kolkata,27-02-2023,17.0,0.0,28,Clear
3878,Kolkata,08-11-2024,24.7,18.7,53,Cloudy
3879,Kolkata,2023-10-18,23.7,48.4,68,Cloudy
3880,Kolkata,2023.07.06,28.2,0.0,57,Cloudy
3881,Kolkata,2024-06-30,32.8,0.0,58,Rainy
3882,Kolkata,11/12/2024,13.0,2.7,71,Clear
3883,Kolkata,14/11/2023,28.4,33.6,66,Clear
3884,Kolkata,2024.08.06,25.0,250.8,60,Clear
3885,Kolkata,21-12-2023,20.7,4.0,78,Foggy
3886,Kolkata,2023.11.24,26.9,0.0,69,Cloudy
3887,Kolkata,05/28/2024,31.9,0.0,66,Clear
3888,Kolkata,2024.02.14,14.9,3.6,57,Cloudy
3889,Kolkata,23/08/2023,24.7,245.0,76,Foggy
3890,Kolkata,27-12-2024,18.2,1.0,30,Humid
3891,Kolkata,2024.07.19,29.7,199.7,60,Humid
3892,Kolkata,12/07/2023,19.0,0.2,29,Humid
3893,Kolkata,10/24/2024,27.8,0.0,43,Rainy
3894,Kolkata,2024.12.24,20.0,0.3,63,Clear
3895,Kolkata,07-01-2023,20.8,5.8,70,Foggy
3896,Kolkata,26/04/2023,34.2,19.8,74,Clear
3897,Kolkata,2023-03-05,27.3,0.0,72,Rainy
3898,Kolkata,2024.06.29,28.3,61.3,90,Humid
3899,Kolkata,2023.07.09,26.1,0.0,45,Rainy
3900,Kolkata,2023.08.06,23.6,22.6,-48,Rainy
3901,Kolkata,08/12/2023,29.9,189.4,69,Clear
3902,Kolkata,16-03-2023,33.8,0.0,43,Stormy
3903,Kolkata,2024-01-01,22.3,3.6,52,Clear
3904,Kolkata,10/06/2023,23.0,36.1,71,Clear
3905,Kolkata,08/22/2023,23.6,327.2,61,Rainy
3906,Kolkata,15/01/2024,18.0,0.0,74,Cloudy
3907,Kolkata,15/12/2024,13.6,4.6,66,Cloudy
3908,Kolkata,03/12/2023,22.3,4.2,63,Cloudy
3909,Kolkata,2024.06.28,23.4,346.0,67,Clear
3910,Kolkata,05/22/2023,29.0,8.4,48,Humid
3911,Kolkata,06/08/2024,27.4,71.4,54,Clear
3912,Kolkata,03-08-2023,26.9,5.1,53,Rainy
3913,Kolkata,27/02/2023,17.5,0.0,63,Clear
3914,Kolkata,2023-01-19,22.8,5.5,71,Cloudy
3915,Kolkata,2023.09.05,24.3,0.0,46,Stormy
3916,Kolkata,2024-03-06,38.0,14.1,53,Foggy
3917,Kolkata,05-02-2024,14.4,10.9,78,Foggy
3918,Kolkata,06/11/2024,24.8,0.0,84,Foggy
3919,Kolkata,27-01-2023,19.0,0.0,41,Stormy
3920,Kolkata,07/14/2024,27.2,37.3,60,Clear
3921,Kolkata,25-03-2023,32.9,2.5,72,Clear
3922,,12-08-2023,29.2,89.7,70,Humid
3923,Kolkata,03/14/2023,35.8,3.0,35,Cloudy
3924,Kolkata,01/06/2024,33.5,20.7,70,Stormy
3925,Kolkata,2023-08-03,28.8,0.0,64,Clear
3926,Kolkata,03/24/2023,29.0,19.3,62,Humid
3927,Kolkata,2023-11-26,26.1,21.8,79,Cloudy
3928,Kolkata,06/11/2023,34.1,173.4,76,Cloudy
3929,Kolkata,2023.05.18,40.7,1.5,89,Clear
3930,Kolkata,02/28/2023,20.8,0.0,56,Cloudy
3931,Kolkata,2024.11.28,24.0,12.3,36,Humid
3932,Kolkata,25/01/2024,18.1,2.0,59,Clear
3933,Kolkata,02/10/2024,9.9,6.7,77,Clear
3934,Kolkata,04/24/2023,34.9,0.0,69,Cloudy
3935,Kolkata,2024-02-25,18.2,1.9,65,Clear
3936,Kolkata,30-12-2024,20.9,1.5,52,Humid
3937,Kolkata,2023.09.04,25.9,212.3,57,Clear
3938,Kolkata,03/04/2023,33.6,5.0,54,Clear
3939,Kolkata,01-09-2024,32.9,131.4,80,Rainy
3940,Kolkata,2024-12-09,16.7,10.9,60,Clear
3941,Kolkata,15/10/2024,23.6,35.0,49,Cloudy
3942,Kolkata,14/01/2024,17.8,3.3,62,Stormy
3943,Kolkata,2023.06.10,25.1,68.6,14,Rainy
3944,Kolkata,04/24/2024,36.9,6.1,-85,Clear
3945,Kolkata,22/12/2023,19.7,2.2,65,Clear
3946,Kolkata,07-08-2024,32.9,0.0,65,Humid
3947,Kolkata,19-02-2023,20.5,0.8,76,Stormy
3948,Kolkata,16-01-2023,21.0,3.5,70,Rainy
3949,Kolkata,29-08-2023,26.9,1.4,50,Rainy
3950,Kolkata,28/04/2023,35.0,9.4,67,Cloudy
3951,Kolkata,06/11/2024,21.2,29.1,39,Clear
3952,Kolkata,2023-05-02,36.3,4.4,53,Cloudy
3953,Kolkata,01-10-2023,26.9,1.2,70,Clear
3954,Kolkata,31-08-2023,34.8,191.9,41,Cloudy
3955,Kolkata,2023-12-06,17.1,11.2,68,Cloudy
3956,Kolkata,12/08/2023,19.8,18.5,55,Clear
3957,Kolkata,2024-07-07,20.6,0.0,59,Clear
3958,Kolkata,19-12-2024,14.5,0.0,35,Clear
3959,Kolkata,05-08-2023,25.7,41.2,57,Rainy
3960,Kolkata,2024-02-08,15.4,1.7,48,Rainy
3961,Kolkata,10/19/2023,23.4,55.9,74,Clear
3962,Kolkata,2023.09.10,23.9,0.0,38,Rainy
3963,Kolkata,2023.11.24,29.3,7.0,36,Humid
3964,Kolkata,26-12-2024,26.6,0.2,55,Cloudy
3965,Kolkata,06/08/2023,20.5,0.0,-32,Humid
3966,Kolkata,2023-07-06,18.9,6.6,69,Rainy
3967,Kolkata,01/16/2024,20.8,5.6,55,Cloudy
3968,Kolkata,19-11-2023,28.6,0.5,75,Cloudy
3969,Kolkata,2024-01-04,18.0,16.0,58,Rainy
3970,Kolkata,2024-11-25,22.2,14.0,30,Foggy
3971,Kolkata,08-02-2024,17.2,0.2,55,Clear
3972,Kolkata,22/05/2023,31.5,0.5,68,Rainy
3973,Kolkata,2024.07.16,23.7,0.0,67,Humid
3974,Kolkata,01-11-2024,23.2,1.3,66,Cloudy
3975,Kolkata,2023.05.09,39.0,19.3,50,Rainy
3976,Kolkata,17-03-2024,30.8,3.0,39,Clear
3977,Kolkata,11-06-2024,24.2,61.3,68,Clear
3978,Kolkata,2023-11-19,29.7,0.0,59,Clear
3979,Kolkata,2023.10.31,29.2,36.6,59,Humid
3980,Kolkata,10/16/2024,30.0,0.0,54,Clear
3981,Kolkata,2023-10-08,27.6,36.0,45,Cloudy
3982,Kolkata,10/08/2024,20.8,11.8,60,Cloudy
3983,Kolkata,19-11-2023,37.9,0.0,65,Rainy
3984,Kolkata,07-01-2023,16.3,3.3,43,Clear
3985,Kolkata,10/09/2024,27.3,0.0,53,Cloudy
3986,Kolkata,12/12/2024,20.5,0.0,59,Cloudy
3987,Kolkata,29/08/2023,33.8,112.2,41,Cloudy
3988,Kolkata,05/14/2024,31.3,0.0,82,Humid
3989,Kolkata,2024-10-16,22.5,23.7,67,Cloudy
3990,Kolkata,05/21/2024,33.2,3.4,61,Clear
3991,Kolkata,2023-09-18,24.1,0.0,54,Clear
3992,Kolkata,2024-12-28,14.3,0.0,66,Humid
3993,Kolkata,2024-11-25,24.2,87.8,67,Cloudy
3994,Kolkata,2023.05.23,25.8,8.8,49,Clear
3995,Kolkata,2024.06.30,36.0,0.0,15,Rainy
3996,Kolkata,2024.01.19,14.8,0.1,38,Cloudy
3997,Kolkata,06/07/2024,31.8,28.6,46,Humid
3998,Kolkata,04-03-2023,32.6,0.0,61,Foggy
3999,Kolkata,31/07/2023,19.5,166.6,62,Cloudy
4000,Kolkata,18/08/2024,28.4,32.1,49,Foggy
4001,Kolkata,2023-11-19,26.9,0.6,53,Clear
4002,Kolkata,2023-04-29,38.9,0.0,54,Clear
4003,Kolkata,11/12/2024,19.1,27.2,76,Clear
4004,Kolkata,2024.07.07,29.6,132.4,33,Rainy
4005,Kolkata,01/06/2023,21.7,0.6,41,Foggy
4006,Kolkata,06/03/2023,36.3,6.9,61,Rainy
4007,Kolkata,07-12-2023,17.5,5.6,70,Rainy
4008,Kolkata,2023-05-26,34.8,0.8,34,Cloudy
4009,Kolkata,03/01/2024,41.1,0.5,77,Cloudy
4010,Kolkata,01/20/2024,19.5,7.2,53,Clear
4011,Kolkata,22-11-2024,35.7,0.0,57,Humid
4012,Kolkata,2023-06-25,19.6,102.4,48,Cloudy
4013,Kolkata,2023.03.12,30.8,5.4,86,Clear
4014,Kolkata,27-09-2023,24.5,0.0,42,Clear
4015,Kolkata,05/06/2024,30.9,0.0,46,Clear
4016,Kolkata,2023.11.21,19.4,20.7,67,Clear
4017,Kolkata,08/09/2024,24.2,15.0,71,Rainy
4018,Kolkata,06/14/2024,21.4,139.3,57,Clear
4019,Kolkata,20-06-2023,27.4,31.7,85,Clear
4020,Kolkata,28/03/2023,28.9,1.5,65,Stormy
4021,Kolkata,04-01-2023,23.2,0.0,54,Humid
4022,Kolkata,08/09/2023,25.5,141.7,65,Humid
4023,Kolkata,2024.06.11,31.8,7.2,56,Clear
4024,Kolkata,2024.01.02,20.6,0.0,49,Cloudy
4025,Kolkata,12-02-2023,20.3,0.3,38,Rainy
4026,Kolkata,20/09/2024,31.6,59.0,63,Rainy
4027,Kolkata,2023-12-18,15.9,11.8,57,Cloudy
4028,Kolkata,08/11/2024,33.3,18.2,74,Clear
4029,Kolkata,07/09/2024,22.0,27.1,66,Cloudy
4030,Kolkata,2024.11.25,25.9,19.0,43,Clear
4031,Kolkata,2024.08.25,25.3,105.5,72,Humid
4032,Kolkata,28/12/2024,9.6,13.5,90,Rainy
4033,Kolkata,08/09/2024,25.4,201.1,84,Cloudy
4034,Kolkata,25-05-2024,39.4,1.5,53,Foggy
4035,Kolkata,04/01/2024,31.5,2.0,59,Stormy
4036,Kolkata,22-04-2024,29.0,0.0,52,Stormy
4037,Kolkata,24/09/2023,36.5,29.5,46,Cloudy
4038,Kolkata,2024-01-13,24.7,1.8,77,Cloudy
4039,Kolkata,07-08-2023,28.4,26.2,47,Rainy
4040,,04/09/2023,32.6,4.7,66,Clear
4041,Kolkata,12/26/2024,11.6,0.2,55,Clear
4042,Kolkata,28/08/2024,22.1,204.5,52,Cloudy
4043,Kolkata,25/11/2024,25.9,22.0,77,Clear
4044,Kolkata,15/07/2024,27.9,1.8,69,Clear
4045,Kolkata,05/03/2024,33.7,30.7,71,Cloudy
4046,Kolkata,2023.12.31,16.9,2.1,56,Foggy
4047,Kolkata,31/10/2024,24.1,3.5,97,Clear
4048,Kolkata,05-05-2023,36.3,32.1,62,Clear
4049,Kolkata,28/06/2023,29.6,93.3,68,Rainy
4050,Kolkata,2024-11-09,31.9,0.0,63,Cloudy
4051,Kolkata,2024-09-23,24.7,0.0,41,Humid
4052,Kolkata,05-12-2024,18.2,0.0,39,Clear
4053,Kolkata,15/06/2024,23.9,0.0,56,Clear
4054,Kolkata,28-11-2024,28.0,47.6,37,Stormy
4055,Kolkata,2023.10.15,15.9,30.4,40,Humid
4056,Kolkata,04/02/2023,19.0,6.8,50,Humid
4057,Kolkata,2023.11.25,21.6,0.0,34,Clear
4058,Kolkata,21-11-2024,29.6,18.1,76,Clear
4059,Kolkata,04/03/2024,37.0,3.2,51,Cloudy
4060,Kolkata,2023.06.07,28.7,22.6,30,Clear
4061,Kolkata,06/27/2024,28.1,0.0,77,Clear
4062,Kolkata,04-09-2024,29.5,191.3,56,Clear
4063,Kolkata,2024-06-20,29.8,119.0,78,Clear
4064,Kolkata,05/28/2023,31.3,10.6,41,Clear
4065,Kolkata,2024.08.24,31.5,9.8,58,Rainy
4066,Kolkata,2023.02.24,13.6,0.5,60,Cloudy
4067,Kolkata,2024.11.11,22.5,11.3,35,Clear
4068,Kolkata,29-07-2024,25.7,130.0,58,Humid
4069,Kolkata,2024.01.01,10.3,0.1,76,Stormy
4070,Kolkata,2024-04-22,32.8,1.9,78,Clear
4071,Kolkata,2023-07-06,25.4,113.8,78,Clear
4072,Kolkata,24/12/2024,23.8,5.7,44,Rainy
4073,Kolkata,05/21/2024,29.6,10.8,79,Humid
4074,Kolkata,2023.12.17,17.2,14.9,49,Clear
4075,Kolkata,2023-03-26,22.9,0.0,50,Clear
4076,Kolkata,06/23/2024,35.4,44.3,81,Cloudy
4077,Kolkata,2023.09.06,23.8,86.9,45,Clear
4078,Kolkata,2023.10.13,30.6,16.8,63,Cloudy
4079,Kolkata,13/11/2023,22.9,0.0,71,Foggy
4080,Kolkata,2023.11.19,27.2,22.8,73,Humid
4081,Kolkata,2024.05.16,39.3,0.0,58,Clear
4082,Kolkata,2024.01.01,18.8,2.7,79,Humid
4083,Kolkata,2024.01.25,19.4,2.4,50,Cloudy
4084,Kolkata,07-04-2024,27.8,0.2,78,Foggy
4085,Kolkata,2023-09-19,32.4,105.5,51,Clear
4086,Kolkata,23/03/2023,34.5,1.8,58,Clear
4087,Kolkata,2023.02.18,17.6,4.1,39,Clear
4088,Kolkata,10-04-2024,35.7,2.6,62,Rainy
4089,Kolkata,2023.05.23,33.5,,62,Cloudy
4090,Kolkata,06/10/2024,30.6,19.6,68,Clear
4091,Kolkata,2023.10.28,18.2,57.8,52,Humid
4092,Kolkata,02/26/2023,18.0,0.1,75,Stormy
4093,Kolkata,08/01/2023,27.4,76.4,74,Cloudy
4094,Kolkata,01-03-2023,39.2,23.7,36,Clear
4095,Kolkata,2024-10-02,19.6,46.9,72,Foggy
4096,Kolkata,22-11-2024,24.9,0.0,63,Clear
4097,Kolkata,2023.03.07,26.5,0.6,58,Stormy
4098,Kolkata,03-04-2024,35.2,0.0,68,Rainy
4099,Kolkata,2023-09-25,30.4,125.5,42,Stormy
4100,Kolkata,15-12-2023,26.8,7.1,64,Humid
4101,Kolkata,2023-02-06,18.5,0.0,70,Rainy
4102,Kolkata,21/07/2023,24.1,0.7,37,Rainy
4103,Kolkata,2023-04-01,33.8,1.3,-60,Clear
4104,Kolkata,13/08/2024,26.4,0.0,43,Humid
4105,Kolkata,2024-02-04,19.7,2.1,51,Humid
4106,Kolkata,2023.05.25,29.3,2.9,31,Cloudy
4107,Kolkata,08/05/2024,30.8,0.0,47,Cloudy
4108,Kolkata,07/08/2023,28.7,0.0,61,Rainy
4109,Kolkata,2023-01-02,10.5,5.6,64,Clear
4110,Kolkata,16-08-2023,28.8,0.0,84,Clear
4111,Kolkata,21-10-2023,17.6,76.4,51,Clear
4112,Kolkata,2024.12.14,21.6,0.0,98,Clear
4113,Kolkata,22/11/2024,23.7,23.9,77,Humid
4114,Kolkata,2023.10.22,26.8,7.3,-49,Foggy
4115,Kolkata,10/10/2023,26.3,23.9,61,Cloudy
4116,Kolkata,2024.08.22,31.8,16.6,51,Rainy
4117,Kolkata,11/06/2024,29.7,57.8,59,Stormy
4118,Kolkata,2023.11.07,22.8,26.4,53,Clear
4119,Kolkata,12/03/2024,30.5,2.5,51,Cloudy
4120,Kolkata,09/05/2024,42.3,1.3,51,Stormy
4121,Kolkata,2024.06.23,33.1,0.0,61,Humid
4122,Kolkata,17/01/2023,21.0,0.0,56,Clear
4123,Kolkata,2023.05.02,26.2,14.6,55,Clear
4124,Kolkata,2024.07.01,28.5,0.0,55,Rainy
4125,Kolkata,2024.07.13,29.1,7.7,50,Humid
4126,Kolkata,19-11-2023,28.7,22.3,83,Rainy
4127,Kolkata,27/03/2024,32.3,17.4,41,Humid
4128,Kolkata,2023-07-15,29.5,17.6,78,Rainy
4129,Kolkata,2023.06.19,30.1,,63,Rainy
4130,Kolkata,2024-01-04,14.0,9.7,48,Clear
4131,Kolkata,08/13/2023,27.6,107.2,52,Clear
4132,Kolkata,12/11/2023,21.7,67.9,37,Stormy
4133,Kolkata,27-06-2023,27.3,0.0,70,Rainy
4134,Kolkata,05/05/2023,33.1,10.6,48,Clear
4135,Kolkata,28-12-2024,15.0,0.0,68,Clear
4136,Kolkata,2023-07-28,31.7,0.0,79,Cloudy
4137,Kolkata,01-02-2024,13.2,3.8,37,Clear
4138,Kolkata,2023-12-10,21.7,1.4,71,Stormy
4139,Kolkata,30-08-2023,23.2,304.6,48,Cloudy
4140,Kolkata,2024-07-27,27.2,104.4,59,Clear
4141,Kolkata,03/02/2023,12.3,0.0,24,Cloudy
4142,Kolkata,15-05-2023,31.1,2.1,69,Clear
4143,Kolkata,2024-08-06,32.5,66.6,58,Foggy
4144,Kolkata,01/08/2024,18.1,2.5,86,Clear
4145,Kolkata,10/28/2024,27.9,26.0,50,Cloudy
4146,Kolkata,2023-01-29,22.4,16.5,58,Humid
4147,Kolkata,19-01-2023,27.9,5.5,51,Cloudy
4148,Kolkata,2023-11-03,26.6,30.5,48,Foggy
4149,Kolkata,09/03/2023,27.1,0.0,56,Clear
4150,Kolkata,12-02-2024,23.8,3.3,51,Foggy
4151,Kolkata,26-11-2024,23.0,8.1,30,Foggy
4152,Kolkata,21-11-2023,18.7,49.8,62,Foggy
4153,Kolkata,21/10/2023,22.5,15.7,53,Clear
4154,Kolkata,2024.01.02,9.6,1.2,49,Clear
4155,Kolkata,2023.03.07,35.3,8.1,92,Humid
4156,Kolkata,21/12/2023,17.4,5.8,47,Rainy
4157,Kolkata,2024-09-07,27.4,0.0,64,Rainy
4158,Kolkata,2023.10.22,22.8,65.0,69,Clear
4159,Kolkata,07/04/2024,38.2,1.3,70,Clear
4160,Kolkata,2023.09.11,30.8,144.9,82,Foggy
4161,Kolkata,2024.02.13,21.7,3.3,44,Stormy
4162,Kolkata,05/06/2024,26.6,64.8,62,Clear
4163,Kolkata,2024-07-27,31.1,316.7,47,Clear
4164,Kolkata,08/16/2023,21.5,0.0,47,Cloudy
4165,Kolkata,04/29/2023,30.6,0.3,74,Rainy
4166,Kolkata,2023-11-12,26.8,1.7,60,Clear
4167,Kolkata,01-10-2024,27.2,38.1,67,Rainy
4168,Kolkata,2024.03.08,32.7,4.3,54,Cloudy
4169,Kolkata,16-06-2024,25.2,146.9,59,Foggy
4170,Kolkata,24/02/2023,17.9,1.0,62,Cloudy
4171,Kolkata,2024.11.19,27.7,1.6,68,Clear
4172,Kolkata,23-03-2024,34.9,8.6,65,Stormy
4173,Kolkata,2023-12-17,21.5,0.6,42,Cloudy
4174,Kolkata,2023.12.10,16.9,7.9,60,Rainy
4175,Kolkata,2023-09-27,34.4,110.6,45,Foggy
4176,Kolkata,11-12-2023,23.1,0.0,41,Stormy
4177,Kolkata,04/15/2023,35.3,0.0,59,Cloudy
4178,Kolkata,2024-05-11,30.3,0.1,56,Clear
4179,Kolkata,2023-04-18,31.1,0.0,26,Stormy
4180,Kolkata,2023.07.11,30.0,111.3,27,Stormy
4181,Kolkata,2023-03-13,31.0,6.5,55,Foggy
4182,Kolkata,23/01/2024,21.4,4.6,48,Clear
4183,Kolkata,2024.11.13,28.5,21.9,39,Foggy
4184,Kolkata,07-01-2023,10.2,0.0,55,Cloudy
4185,Kolkata,2023.08.20,27.2,47.2,52,Humid
4186,Kolkata,24/01/2023,19.2,3.0,56,Clear
4187,Kolkata,2024-10-04,27.1,90.0,71,Foggy
4188,Kolkata,10-07-2024,25.3,0.0,56,Rainy
4189,Kolkata,06-08-2023,26.2,24.6,54,Rainy
4190,Kolkata,13-04-2024,32.1,0.6,71,Clear
4191,Kolkata,22/12/2023,18.5,1.3,53,Cloudy
4192,Kolkata,2023-04-28,36.1,0.0,57,Clear
4193,Kolkata,11/13/2024,24.2,55.4,63,Humid
4194,Kolkata,05/06/2024,33.7,1.3,68,Humid
4195,Kolkata,03/29/2024,30.5,0.0,87,Humid
4196,Kolkata,2024-07-10,28.8,262.1,-70,Rainy
4197,Kolkata,26-11-2023,25.1,88.6,58,Clear
4198,Kolkata,2024-01-21,13.4,18.8,63,Humid
4199,Kolkata,04-08-2024,31.3,0.0,48,Clear
4200,Kolkata,04-08-2023,31.2,13.7,32,Cloudy
4201,Kolkata,04/02/2023,16.1,0.2,56,Clear
4202,Kolkata,10/23/2024,22.0,14.8,62,Humid
4203,Kolkata,17-06-2024,23.7,663.9,48,Cloudy
4204,Kolkata,12/05/2024,27.2,28.6,65,Rainy
4205,Kolkata,13-06-2023,31.2,186.5,51,Clear
4206,Kolkata,25/08/2024,28.0,18.5,27,Clear
4207,Kolkata,2024-08-03,24.6,4.0,94,Clear
4208,Kolkata,20-05-2023,34.6,12.4,70,Cloudy
4209,Kolkata,08/11/2023,18.9,0.0,82,Clear
4210,Kolkata,03/08/2023,34.5,0.0,74,Clear
4211,Kolkata,2024-07-21,24.6,0.0,50,Clear
4212,Kolkata,09/08/2023,29.3,26.9,55,Stormy
4213,Kolkata,2024-05-08,32.6,0.0,71,Clear
4214,Kolkata,06/07/2023,26.7,168.1,58,Humid
4215,Kolkata,29-07-2024,23.9,53.1,79,Humid
4216,Kolkata,2024-11-10,24.6,22.8,50,Clear
4217,Kolkata,01/08/2024,29.6,89.9,58,Humid
4218,Kolkata,2023.01.02,17.0,8.8,72,Clear
4219,Kolkata,2023-05-08,33.5,18.7,46,Cloudy
4220,Kolkata,2024-12-03,17.4,0.0,62,Clear
4221,Kolkata,2024.05.05,40.9,5.6,62,Humid
4222,Kolkata,07/01/2024,15.3,4.3,69,Stormy
4223,Kolkata,10/07/2024,27.9,2.0,53,Cloudy
4224,Kolkata,05/19/2023,39.6,0.0,33,Clear
4225,Kolkata,10/05/2024,23.7,26.3,69,Rainy
4226,Kolkata,2024-03-20,33.4,2.7,46,Cloudy
4227,Kolkata,09/10/2023,33.1,0.0,39,Humid
4228,Kolkata,23-07-2024,30.2,0.0,49,Cloudy
4229,Kolkata,13/04/2023,26.7,10.3,41,Humid
4230,Kolkata,05-09-2023,27.6,0.0,60,Humid
4231,Kolkata,2024.08.17,34.8,115.3,95,Clear
4232,Kolkata,07/24/2024,30.9,0.0,75,Cloudy
4233,Kolkata,01/02/2023,19.5,2.0,66,Cloudy
4234,Kolkata,2024.08.07,30.6,78.7,45,Clear
4235,Kolkata,2024.01.01,51.7,0.0,29,Rainy
4236,Kolkata,2023.12.15,22.8,5.1,39,Humid
4237,Kolkata,02/01/2024,16.5,0.6,71,Clear
4238,Kolkata,2024.06.26,25.5,50.4,72,Clear
4239,Kolkata,2024-09-16,28.7,0.0,74,Foggy
4240,Kolkata,15-08-2023,25.2,10.4,82,Cloudy
4241,Kolkata,10/09/2023,27.3,0.0,100,Clear
4242,Kolkata,09/19/2023,33.8,51.1,49,Foggy
4243,Kolkata,2023.04.09,42.2,7.0,38,Clear
4244,Kolkata,2024.08.25,31.2,0.0,35,Cloudy
4245,Kolkata,05/20/2023,38.9,7.6,69,Cloudy
4246,Kolkata,13/10/2023,28.6,1.7,74,Rainy
4247,Kolkata,05/06/2023,40.1,4.4,58,Humid
4248,Kolkata,2023-06-16,30.6,97.6,47,Clear
4249,Kolkata,03/10/2024,31.5,1.8,87,Clear
4250,Kolkata,2024-11-30,25.6,49.7,100,Cloudy
4251,Kolkata,2024-05-11,35.0,1.7,57,Clear
4252,Kolkata,12/12/2024,11.7,0.0,56,Cloudy
4253,Kolkata,2024.06.22,28.7,0.0,46,Rainy
4254,Kolkata,2023.08.08,25.5,0.0,77,Rainy
4255,Kolkata,2024.07.02,33.3,49.6,57,Rainy
4256,Kolkata,05/10/2024,28.8,0.0,57,Rainy
4257,Kolkata,02/27/2023,17.4,0.0,66,Clear
4258,Kolkata,2024-09-06,27.2,73.0,40,Foggy
4259,Kolkata,02/02/2024,18.2,0.4,58,Cloudy
4260,Kolkata,06-12-2023,53.9,0.0,38,Cloudy
4261,Kolkata,21-03-2023,34.8,1.7,100,Clear
4262,Kolkata,19-02-2023,14.7,0.0,50,Clear
4263,Kolkata,08-07-2023,17.6,79.7,62,Stormy
4264,Kolkata,25/05/2023,35.6,8.4,57,Clear
4265,Kolkata,24/06/2024,33.9,19.2,68,Humid
4266,Kolkata,05/23/2024,28.7,10.4,60,Humid
4267,Kolkata,27/08/2023,30.7,0.0,44,Humid
4268,Kolkata,08/21/2024,22.2,233.8,55,Clear
4269,Kolkata,13/12/2024,20.7,0.0,38,Clear
4270,Kolkata,2023-12-18,16.5,0.0,56,Foggy
4271,Kolkata,09/26/2024,28.6,0.0,29,Clear
4272,Kolkata,2024.12.13,25.3,9.4,44,Rainy
4273,Kolkata,14-05-2024,33.2,3.1,77,Humid
4274,Kolkata,05/01/2023,21.9,7.1,71,Cloudy
4275,Kolkata,07/07/2024,25.2,0.0,58,Rainy
4276,Kolkata,16/04/2023,42.4,1.6,72,Stormy
4277,Kolkata,31/10/2023,18.3,22.3,78,Clear
4278,Kolkata,09/14/2024,23.0,0.0,49,Clear
4279,Kolkata,11-12-2023,20.8,9.9,71,Cloudy
4280,Kolkata,2023.11.07,22.0,2.1,81,Clear
4281,Kolkata,16-03-2023,23.4,0.0,62,Cloudy
4282,Kolkata,2023.12.30,17.4,4.6,63,Stormy
4283,Kolkata,14/05/2024,33.5,7.2,41,Clear
4284,Kolkata,04/16/2023,41.3,0.0,80,Foggy
4285,Kolkata,2024-12-20,20.6,1.4,42,Foggy
4286,Kolkata,16/11/2023,29.6,1.1,24,Rainy
4287,Kolkata,2023.02.08,9.8,0.0,38,Rainy
4288,Kolkata,29/10/2024,29.0,9.5,60,Clear
4289,Kolkata,03/08/2024,28.5,22.4,49,Cloudy
4290,Kolkata,05/02/2024,19.7,0.0,84,Clear
4291,Kolkata,01/01/2024,15.4,0.0,51,Cloudy
4292,Kolkata,2024.09.13,25.0,0.0,35,Humid
4293,Kolkata,14/09/2024,25.8,0.0,67,Clear
4294,Kolkata,2023-03-09,25.9,5.9,71,Rainy
4295,Kolkata,13-10-2024,17.9,3.0,58,Clear
4296,Kolkata,03/15/2023,28.5,4.8,60,Humid
4297,Kolkata,05/08/2023,36.4,3.6,49,Foggy
4298,Kolkata,2023.10.23,19.5,8.9,86,Clear
4299,Kolkata,2023.07.11,23.5,15.7,60,Foggy
4300,Kolkata,2024-07-27,26.5,52.7,47,Clear
4301,Kolkata,2023-11-09,29.8,29.8,70,Humid
4302,Kolkata,14-11-2024,29.6,0.0,51,Humid
4303,Kolkata,14/08/2023,33.1,150.5,56,Rainy
4304,Kolkata,2023.05.14,32.9,0.0,70,Clear
4305,Kolkata,30/03/2024,41.1,0.3,38,Foggy
4306,Kolkata,11/06/2024,25.5,273.6,38,Rainy
4307,Kolkata,06-12-2023,24.6,6.2,74,Clear
4308,Kolkata,02/08/2024,30.8,80.3,64,Rainy
4309,Kolkata,08-07-2024,23.4,0.0,54,Cloudy
4310,Kolkata,2023.03.25,27.4,11.2,63,Humid
4311,Kolkata,01/07/2023,30.3,0.0,74,Cloudy
4312,Kolkata,11/02/2024,21.6,1.8,62,Clear
4313,Kolkata,2024.10.06,26.6,15.2,71,Foggy
4314,Kolkata,2024.02.27,17.7,1.9,53,Foggy
4315,Kolkata,2023-01-26,23.6,0.5,46,Humid
4316,Kolkata,2023.03.25,32.9,3.7,52,Stormy
4317,Kolkata,09/15/2023,23.8,0.0,50,Rainy
