RestaurantID,RestaurantName,Cuisine,City,Area,OpeningTime,ClosingTime,Rating,AverageCost,OwnerName,RestaurantType,Latitude,Longitude
212,Grand Hub,Seafood,Hyderabad,Market Area,10:00,23:00,3.1,634,Lekha Basu,QSR,24.346626,72.777932
213,Green Hub,Burgers,Chennai,Hill Road,09:00,23:00,4.7,233,Finn Rattan,QSR,12.501983,72.158633
214,Urban Kitchen,Street Food,Indore,Station Road,08:00,00:00,3.5,457,Rachana Bajwa,Dine-in,28.604942,72.31954
215,Urban Kitchen,Mexican,Pune,Sector 12,08:00,00:00,2.9,866,Urvashi Hayer,QSR,24.867841,83.793174
216,Green Kitchen,Street Food,Indore,Central,09:00,22:00,3.9,458,Leena Lata,QSR,23.672423,79.324192
217,The Treats,Pizza,Bhubaneswar,Station Road,11:00,23:00,4.1,398,Omisha Vaidya,Delivery Only,13.562593,81.208341
218,Green Grill,Bakery,Guwahati,Central,11:00,23:00,3.6,261,Januja Dara,Cloud Kitchen,21.25417,83.603663
219,The Bites,Seafood,Chandigarh,Ring Road,10:00,22:00,3.3,531,Aarna Guha,Cloud Kitchen,12.364492,85.345544
220,Golden Bites,North Indian,Raipur,Old Town,08:00,01:00,4.6,639,Chatresh Narayanan,Cloud Kitchen,20.189296,86.503086
221,Curry House,Seafood,Guwahati,Civil Lines,08:00,22:00,3.8,411,Faqid Basu,Cloud Kitchen,12.115637,80.861888
222,Golden Grill,Sushi,patna,Ring Road,11:00,22:00,4.7,290,Warda Ravel,Dine-in & Delivery,18.230998,81.420401
223,Green Diner,North Indian,Surat,Station Road,10:00,00:00,3.1,500,Nikita Batta,Cloud Kitchen,30.098523,80.964893
224,royal diner,Bakery,Mumbai,Sector 12,10:00,22:00,4.3,100,Gagan Narula,Dine-in,11.783596,86.640563
225,Urban House,Bakery,Ludhiana,Park Street,09:00,00:00,4.1,224,Upkaar Dhar,Delivery Only,26.593295,84.58675
226,Golden House,Burgers,Chandigarh,Old Town,08:00,01:00,3.2,392,Manya Dash,Dine-in,11.868826,85.823823
227,Green Point,Bakery,Nagpur,Civil Lines,11:00,23:00,3.3,100,Balvan Randhawa,Dine-in,12.690279,74.521051
228,Curry Kitchen,Mughlai,Nagpur,Hill Road,11:00,00:00,4.0,441,Owen Bandi,Delivery Only,8.120582,74.509863
229,Green Cafe,Healthy Food,Delhi,Market Area,07:00,00:00,3.0,168,Aadhya Panchal,Cloud Kitchen,23.56625,88.53066
230,The Diner,North Indian, Chennai  ,Park Street,10:00,23:00,4.1,555,Jackson Butala,Cloud Kitchen,25.770966,72.664387
231,The Diner,Desserts,Mumbai,New Town,10:00,23:00,2.6,197,Liam Choudhury,Delivery Only,9.182245,87.508441
232,Curry Treats,Healthy Food,Kolkata,Hill Road,07:00,01:00,3.9,534,Widisha Zachariah,Delivery Only,21.610448,85.71272
233,Grand Hub,Thai,Bhubaneswar,Old Town,07:00,22:00,4.1,570,Nirja Ramakrishnan,Dine-in,28.048842,79.500979
234,Blue Corner,Seafood,Patna,Civil Lines,08:00,00:00,3.5,485,Qarin Kumar,Dine-in & Delivery,22.848644,73.832867
235,Curry Hub,Mughlai,Bhubaneswar,Market Area,09:00,22:00,3.7,337,Warda Gill,Dine-in & Delivery,9.377426,88.628107
236,Curry Treats,,visakhapatnam,Lake View,09:00,22:00,3.1,509,Yadavi Tak,QSR,24.926455,83.110286
237,Blue Point,Pizza,Jaipur,Market Area,10:00,22:00,3.1,215,Radhika Kadakia,QSR,30.303074,72.239819
238,Blue Bites,Seafood,Indore,Central,11:00,23:00,4.2,416,Jasmit Shah,Dine-in,31.517671,83.447103
239,Green Corner,Thai,Nashik,Central,10:00,00:00,4.4,382,Arin Gara,Dine-in,26.547669,79.559312
240,Royal Kitchen,Healthy Food,Pune,Civil Lines,09:00,01:00,3.6,679,Ekavir Deshpande,QSR,18.014572,80.832716
241,The Diner,Fast Food,Raipur,MG Road,10:00,23:00,3.7,506,Aarav Nori,Cloud Kitchen,29.86774,71.226917
242,Golden Cafe,South Indian, Nagpur  ,Sector 12,10:00,22:00,3.8,474,Ayaan Sekhon,Dine-in,8.167603,83.353928
243,Tasty Grill,Seafood,Vadodara,MG Road,11:00,23:00,3.8,625,Leela Sharma,Cloud Kitchen,19.084148,80.184123
244,Blue Bites,Mexican,Patna,Hill Road,09:00,22:00,3.9,383,Ojas Kibe,Delivery Only,23.08851,82.007924
245,Curry House,Fast Food,Lucknow,Sector 12,07:00,22:00,4.0,140,Unnati Khare,Delivery Only,15.013727,88.904002
246,Tasty Treats,Sushi,Bhopal,Hill Road,07:00,22:00,4.4,148,Bakhshi Contractor,Cloud Kitchen,22.651319,87.77612
247,Grand House,South Indian,Nashik,Lake View,11:00,01:00,3.6,359,Bhavani Khare,QSR,20.381111,82.303159
248,Grand Corner,North Indian,Lucknow,Hill Road,10:00,23:00,4.0,774,Upkaar Thakkar,Dine-in & Delivery,12.292267,78.615911
249,Tasty Grill,Mughlai,Pune,Old Town,11:00,22:00,4.4,155,Amaira Dayal,Cloud Kitchen,32.944467,80.257553
250,Tasty Treats,South Indian,Kochi,Lake View,10:00,22:00,3.5,170,Jeevika Devan,Cloud Kitchen,12.479521,81.059262
251,Green Hub,Chinese,Mumbai,Lake View,07:00,23:00,3.3,331,Indira Tiwari,Cloud Kitchen,31.275734,70.695456
252,The Bites,South Indian,Kolkata,Sector 12,09:00,23:00,4.6,400,Bhavya Wagle,Cloud Kitchen,27.446915,76.877702
253,Urban Bites,Mexican,Jaipur,MG Road,11:00,22:00,,495,Kiaan Natt,QSR,11.601346,77.084745
254,Curry Grill,Healthy Food,Pune,Lake View,11:00,00:00,3.4,435,Reyansh Vohra,QSR,27.907155,70.031375
255,Tasty Corner,BBQ,Kochi,MG Road,09:00,22:00,4.0,941,Omya Venkatesh,Dine-in & Delivery,30.570773,81.60971
256,The Hub,Sushi,Kochi,Old Town,11:00,22:00,4.4,779,Qasim Sami,Cloud Kitchen,10.932124,79.793667
257,Grand Hub,South Indian,Raipur,Ring Road,07:00,00:00,3.9,555,Yashica Sharaf,Dine-in & Delivery,12.812761,82.004783
258,Blue Hub,Biryani,Bhopal,Hill Road,08:00,22:00,4.0,100,Anirudh Kothari,Dine-in & Delivery,31.861546,72.024607
259,Green Treats,Healthy Food, Nagpur  ,MG Road,07:00,01:00,2.7,225,Gaurang Gandhi,Delivery Only,12.671505,88.289031
260,Grand Grill,Bakery,NAGPUR,Park Street,09:00,22:00,4.5,370,Manya Kadakia,QSR,12.792929,83.220707
261,Urban Kitchen,Mughlai,Kochi,Central,09:00,22:00,4.3,710,Ekaraj Bir,Cloud Kitchen,18.92076,88.663848
262,Golden Diner,Biryani,Delhi,Park Street,09:00,23:00,3.3,745,Yashoda Natarajan,Dine-in,20.199977,87.531933
263,Royal Treats,Burgers,Raipur,Civil Lines,07:00,00:00,3.3,408,Advika Nigam,Dine-in & Delivery,28.340365,76.071464
264,Blue Corner,Continental,Lucknow,Park Street,07:00,01:00,3.4,497,Azaan Ganesan,Cloud Kitchen,8.50871,84.552121
265,Grand Cafe,South Indian,Raipur,Old Town,11:00,01:00,3.8,609,Lohit Biswas,Cloud Kitchen,16.356435,70.461
266,The Grill,Mughlai,Vadodara,Sector 12,11:00,01:00,4.4,766,Zayyan Johal,QSR,32.029251,74.329149
267,Green Cafe,Desserts,Nashik,MG Road,08:00,22:00,4.3,612,Riya Subramaniam,Delivery Only,22.197035,85.944096
268,The House,Sushi,Surat,Park Street,07:00,01:00,3.7,414,Falguni Sagar,Cloud Kitchen,25.804166,77.181768
269,Curry Kitchen,Pizza,Kochi,Ring Road,08:00,00:00,4.1,201,Chaaya Sani,QSR,14.687885,73.788888
270,Golden Kitchen,North Indian,Chennai,Market Area,10:00,22:00,4.5,423,Matthew Khatri,Dine-in & Delivery,15.950926,84.207779
271,Royal Cafe,Fast Food,raipur,Ring Road,08:00,23:00,4.0,146,Aryan Nagar,Delivery Only,28.024766,70.76246
272,Royal Diner,Street Food,Jaipur,Station Road,10:00,23:00,3.7,622,Jeremiah Nagarajan,Dine-in & Delivery,14.205371,71.096232
273,Green Treats,Biryani,Surat,Park Street,10:00,23:00,4.1,615,Bhanumati Bajwa,Dine-in,23.021175,84.714903
274,The Point,Mexican,Bengaluru,Hill Road,07:00,22:00,3.7,475,Vrinda Pingle,Delivery Only,14.103194,80.336532
275,Blue Point,Desserts,Ludhiana,Hill Road,10:00,00:00,3.8,582,Gayathri Uppal,Dine-in,31.372165,83.478139
276,Tasty Cafe,South Indian,Ludhiana,Lake View,07:00,22:00,4.0,373,William Magar,Delivery Only,26.047985,74.564948
277,Royal Kitchen,BBQ,Ahmedabad,Station Road,07:00,00:00,8.6,484,Qasim Jha,Cloud Kitchen,30.415107,77.963503
278,Urban House,Fast Food,Bhubaneswar,Lake View,10:00,00:00,3.1,587,Edhitha Lata,Cloud Kitchen,15.342335,85.0564
279,Spicy House,Thai,Indore,Civil Lines,08:00,01:00,4.3,100,Aradhana Dua,Delivery Only,18.925442,77.319203
280,The Grill,North Indian,Bhubaneswar,Station Road,10:00,01:00,4.0,504,Falan Iyengar,Cloud Kitchen,24.562623,78.461772
281,Golden Diner,Sushi,Surat,New Town,09:00,00:00,4.1,203,Frederick Bahl,Cloud Kitchen,22.732871,78.612731
282,Curry Cafe,Italian,kolkata,New Town,07:00,22:00,4.1,198,Bhavna Apte,Cloud Kitchen,15.57344,86.888748
283,SPICY GRILL,Bakery,Indore,Civil Lines,11:00,00:00,4.2,536,Advik Nigam,Dine-in,27.129271,73.85986
284,Blue Bites,Mexican,Ahmedabad,Park Street,07:00,22:00,3.7,534,Ijaya Ramaswamy,Delivery Only,13.578089,82.040234
285,Tasty Bites,Street Food,surat,Park Street,11:00,22:00,3.4,-338,Andrew Nagarajan,Cloud Kitchen,26.018591,85.456641
286,TASTY HUB,Biryani,Patna,Lake View,09:00,00:00,4.5,674,Aditya Kaur,QSR,22.160699,81.395546
287,Spicy Grill,Chinese,Bhubaneswar,Sector 12,09:00,22:00,3.4,326,Rachana Lanka,QSR,23.61016,71.559502
288,Golden Corner,Mughlai,Calcutta,MG Road,10:00,01:00,3.6,462,Harshil Ravi,Delivery Only,17.698432,83.791391
289,Tasty Bites,North Indian,Jaipur,Civil Lines,11:00,01:00,3.8,708,Jason Sarkar,Dine-in,10.954069,82.915461
290,Golden Corner,Healthy Food,Guwahati,Central,08:00,01:00,4.7,810,Idika Luthra,Dine-in,20.11035,87.640475
291,Royal Bites,Mexican,Hyderabad,Park Street,11:00,22:00,5.0,134,Bhavani Kota,Dine-in & Delivery,10.167033,72.736922
292,Blue Treats,BBQ,Surat,Lake View,10:00,23:00,3.8,311,Ganga Kar,Delivery Only,29.876335,75.967641
293,Spicy Corner,Italian,Coimbatore,Old Town,07:00,00:00,3.5,731,Amol Solanki,Cloud Kitchen,14.60485,75.134545
294,The Diner,Street Food,Nagpur,Station Road,09:00,00:00,4.1,132,Waida Bhagat,Dine-in,14.736962,71.051474
295, Golden Cafe  ,Thai,Coimbatore,Market Area,07:00,00:00,5.0,100,Unni Hari,QSR,24.253298,80.268833
296,Golden Treats,Pizza,Nashik,Park Street,11:00,23:00,3.7,467,Karan Mittal,Cloud Kitchen,29.549828,75.443151
297,Grand Grill,Chinese,nashik,Sector 12,08:00,22:00,3.3,560,Mahika Varughese,QSR,18.153652,87.038304
298,Tasty Diner,Fast Food, Bengaluru,New Town,09:00,23:00,3.6,614,Hardik Mann,QSR,10.886434,82.070987
299,Green House,Pizza,Delhi,Civil Lines,10:00,23:00,4.1,100,Eta Naidu,Dine-in,25.802302,86.712402
300,Curry Kitchen,South Indian,Ahmedabad,Park Street,10:00,22:00,3.1,619,Yutika Badal,Dine-in,24.053422,77.247619
301,Urban Diner,Seafood,Ahmedabad,New Town,11:00,00:00,4.1,244,Gaurang Gulati,Cloud Kitchen,26.502897,74.484434
302,Grand Kitchen,Healthy Food,Nashik,Civil Lines,10:00,23:00,3.6,432,Vihaan Banerjee,QSR,26.37485,70.124984
303,ROYAL CORNER,Fast Food,Ludhiana,Central,07:00,22:00,2.9,904,Nathaniel Sabharwal,Dine-in & Delivery,30.986499,74.196109
304,Golden Grill,Sushi,Coimbatore,Station Road,07:00,23:00,3.4,456,Tejas Gera,Dine-in & Delivery,22.3505,70.435982
305,Curry Kitchen,South Indian,Chennai,Sector 12,11:00,23:00,4.7,413,Samarth Prabhu,Dine-in,15.384502,71.011181
306,Blue House,North Indian,Bhopal,Station Road,11:00,00:00,4.1,258,Wridesh Bandi,Cloud Kitchen,25.908835,85.894021
307,Tasty Cafe,Continental,Chandigarh,Market Area,11:00,00:00,3.6,264,George Kari,Dine-in & Delivery,8.070593,87.816057
308,Blue Hub,Desserts,Guwahati,Civil Lines,09:00,00:00,4.5,316,Rachit Madan,Cloud Kitchen,32.75202,79.63377
309,Grand Kitchen,Continental,Surat,Civil Lines,09:00,23:00,3.5,277,Nachiket Sehgal,QSR,27.85455,75.542197
310,The Corner,Chinese,Pune,Park Street,08:00,23:00,4.1,566,Hema Keer,Dine-in & Delivery,32.78564,73.222032
311,Grand Corner,Continental,Nagpur,MG Road,10:00,00:00,2.9,463,Nidra Andra,Delivery Only,25.604198,87.476175
312,Blue Bites,Mexican,Bhubaneswar,New Town,11:00,01:00,4.1,731,Yashoda Halder,QSR,26.115844,81.624165
313,Green Point,Burgers,Nashik,Market Area,10:00,01:00,3.3,225,Ladli Pingle,Delivery Only,22.968595,79.97356
314,Curry Point,Street Food,Jaipur,Ring Road,08:00,22:00,4.2,437,Yashoda Choudhry,QSR,17.605458,80.08117
315,Curry Diner,Pizza,BANGALORE,Market Area,09:00,22:00,4.6,670,Dominic Setty,Dine-in & Delivery,29.266044,74.819032
316,Golden Hub,North Indian,Bhubaneswar,Central,08:00,00:00,4.0,436,Aradhana Padmanabhan,Dine-in,14.623018,73.49505
317,Curry House,Continental,Surat,Sector 12,07:00,22:00,3.8,444,Mohini Gopal,Dine-in,30.353047,75.700712
318,The House,Biryani,Chandigarh,New Town,07:00,01:00,3.9,734,Hritik Chatterjee,Cloud Kitchen,15.209348,77.712527
319,Blue House,,Mumbai,Park Street,08:00,22:00,2.9,366,Indali Wason,QSR,31.134847,85.164382
320,Green Bites,Chinese,Nagpur,Old Town,11:00,00:00,4.0,329,Yug Anne,Delivery Only,21.142648,79.236431
321,Curry Hub,Fast Food,Chennai,Central,09:00,22:00,3.8,361,Garima Joshi,Delivery Only,8.901158,74.824844
322,Royal House,Seafood,vadodara,Civil Lines,07:00,22:00,4.6,365,Christopher Issac,QSR,18.998542,75.829405
323,Urban Diner,Italian,raipur,Old Town,10:00,01:00,3.5,606,Vincent Aggarwal,Cloud Kitchen,9.870894,87.807161
324,Green Point,Pizza,Jaipur,Station Road,09:00,00:00,3.6,416,Bishakha Master,Dine-in & Delivery,27.417768,88.416553
325,Curry Treats,Desserts,Kolkata,Station Road,11:00,22:00,3.3,368,Garima Nadig,Dine-in & Delivery,29.149345,86.832553
326,Spicy Kitchen,Street Food,Bhopal,Market Area,09:00,23:00,3.9,197,Manya Murty,Dine-in,19.196725,73.659749
327,Urban Point,Italian,Visakhapatnam,Station Road,07:00,23:00,3.8,552,Yug Maharaj,Cloud Kitchen,9.150015,83.373847
328,Green Treats,Italian,Kochi,Sector 12,07:00,01:00,2.9,319,Jatin Aurora,Delivery Only,32.567289,83.5371
329,Green Kitchen,Continental,Lucknow,MG Road,07:00,23:00,5.0,409,Umang Toor,QSR,9.451973,70.362728
330,Grand Corner,Biryani,Hyderabad,MG Road,08:00,00:00,4.5,444,Lila Mukhopadhyay,Delivery Only,20.935712,71.998296
331,Royal Treats,Thai,Indore,Central,08:00,23:00,3.7,636,Chandani Chakraborty,Cloud Kitchen,15.357829,71.474763
332,Tasty Corner,Desserts,Mumbai,Market Area,07:00,22:00,4.5,271,Amaira Borde,Cloud Kitchen,18.816995,78.083421
333, Blue House  ,Fast Food,Bombay,Central,11:00,23:00,3.4,176,Rushil Dass,Dine-in & Delivery,22.965743,74.160531
334,Royal Corner,Healthy Food,Guwahati,Lake View,10:00,01:00,3.5,677,Tamanna Bumb,Dine-in,27.577811,84.825102
335,Urban Hub,South Indian,Nagpur,Ring Road,08:00,23:00,3.9,686,Ranbir Chawla,Dine-in & Delivery,29.286889,82.357738
336,Urban Bites,Italian,Ludhiana,Hill Road,11:00,01:00,3.4,249,Neelima Morar,Dine-in & Delivery,15.091224,81.724301
337,Golden Corner,Street Food,Hyderabad,Lake View,11:00,22:00,3.7,509,Tanveer Merchant,Dine-in & Delivery,32.75261,83.160844
338,Blue Hub,Mughlai,Delhi,Old Town,11:00,23:00,3.8,589,Omaja Sant,Delivery Only,16.136617,84.782222
339,Golden House,Sushi,Hyderabad,Ring Road,11:00,01:00,4.1,547,Janaki Keer,Delivery Only,12.392614,74.695262
340,Green Diner,Desserts,Chandigarh,Hill Road,08:00,01:00,4.2,669,Champak Pal,Dine-in,9.2523,87.79131
341,Curry House,Street Food,Ahmedabad,Central,11:00,01:00,2.7,447,Zaid Dave,Cloud Kitchen,19.317027,75.933423
342,Urban House,Thai,Chandigarh,Market Area,10:00,22:00,4.3,954,Samarth Johal,Dine-in & Delivery,17.423815,79.134957
343,The Grill,North Indian,Ludhiana,Station Road,11:00,22:00,3.8,100,Forum Nayak,Delivery Only,29.387438,75.48225
344,The Cafe,Pizza,Kolkata,Civil Lines,10:00,22:00,4.6,206,Sudiksha Tailor,Delivery Only,9.986362,73.046109
345,Golden Corner,Street Food,Pune,Hill Road,08:00,01:00,4.1,557,Hredhaan Date,Cloud Kitchen,33.058774,87.776761
346, Green Kitchen  ,Pizza,Nashik,Sector 12,09:00,23:00,4.0,100,Omkaar Dixit,QSR,18.154871,87.277362
347,Golden Bites,Mughlai,Guwahati,Ring Road,07:00,22:00,3.7,136,Vamakshi Lalla,QSR,11.411806,82.180604
348,Urban Grill,Italian,Kochi,Sector 12,07:00,23:00,4.1,272,Onkar Rajagopalan,Cloud Kitchen,27.07402,88.762592
349,The Kitchen,Mughlai,Raipur,Market Area,08:00,22:00,2.8,592,Tarak Khanna,Dine-in,33.077181,76.150898
350,Green Treats,Pizza,Lucknow,Ring Road,11:00,22:00,3.3,476,Vansha Dhar,Dine-in & Delivery,29.051055,88.763903
351,Curry Diner,Pizza,Hyderabad,MG Road,10:00,00:00,3.5,623,Zarna Madan,Delivery Only,24.693876,79.940728
352,Blue Hub,Desserts,Hyderabad,Civil Lines,09:00,23:00,4.3,497,Balhaar Dora,Cloud Kitchen,9.891464,83.599421
353,Golden Diner,Desserts,Patna,Old Town,11:00,00:00,3.8,361,Anita Raghavan,Dine-in & Delivery,32.986614,85.805024
354,Spicy Grill,Italian,Surat,Station Road,10:00,23:00,3.3,332,Chandran Bansal,QSR,8.918288,82.225024
355,The Kitchen,Continental,Nagpur,Ring Road,11:00,00:00,9.4,840,Gayathri Dara,Delivery Only,18.288116,84.854545
356,Grand Grill,Sushi,HYDERABAD,Lake View,09:00,00:00,4.2,593,Nidra Joshi,Cloud Kitchen,13.593521,87.777907
357,Tasty House,Pizza,Coimbatore,Central,09:00,01:00,3.8,555,Ekaraj Bahl,Delivery Only,11.074505,81.423824
358,Urban Point,Desserts,Indore,Lake View,11:00,00:00,2.8,305,Bhavini Rai,QSR,28.629207,82.27927
359,Blue Treats,Mexican,Delhi,New Town,11:00,22:00,4.3,594,Frederick Zachariah,QSR,17.66269,86.787829
360,Spicy Grill,Mughlai,Jaipur,Station Road,08:00,23:00,3.6,188,Zaid Devan,Delivery Only,20.820842,70.713648
361,Grand Bites,Biryani,Kochi,Park Street,08:00,01:00,3.9,363,Tanveer Uppal,Dine-in,14.082501,73.082812
362,Royal House,Seafood,PATNA,Market Area,08:00,01:00,4.4,590,Vrinda Savant,Dine-in,12.868294,70.47303
363,Blue Hub,Seafood,Jaipur,New Town,07:00,01:00,4.7,672,Vedika Sen,Delivery Only,9.36892,79.989411
364,Grand Grill,Continental,Delhi,New Town,11:00,23:00,3.8,519,Eta Narang,Delivery Only,18.053614,88.012095
365,Tasty Corner,Burgers, Patna  ,Station Road,07:00,23:00,4.9,369,Veer Swamy,Delivery Only,18.505673,74.104689
366,Urban Point,,Raipur,Central,09:00,00:00,4.0,449,Aarush Pandya,QSR,14.630896,74.809657
367,Green Hub,Sushi,Patna,Station Road,11:00,22:00,3.9,275,Isaiah Panchal,Dine-in & Delivery,20.730506,75.016197
368,Golden Corner,Street Food,Ahmedabad,Station Road,09:00,00:00,4.6,266,Vihaan Borde,Dine-in & Delivery,16.125924,75.336713
369,Urban Corner,Biryani,Pune,Central,11:00,01:00,4.8,777,Ojasvi Andra,Cloud Kitchen,18.500587,79.674694
370,Spicy Cafe,Biryani,Chandigarh,Market Area,11:00,01:00,4.0,451,Aarav Prasad,Cloud Kitchen,32.024917,71.83814
371,Urban Treats,South Indian,Kolkata,Lake View,09:00,01:00,3.5,464,Shivansh Gade,Dine-in,12.246603,70.709627
372,Curry Kitchen,Street Food,Coimbatore,Old Town,08:00,00:00,4.4,313,Simon Mani,Cloud Kitchen,20.641778,76.43143
373,Urban Hub,Seafood,Bhopal,Ring Road,07:00,22:00,4.6,655,Upadhriti Dhingra,Cloud Kitchen,12.270952,85.908245
374,The House,Continental,Bhopal,Sector 12,07:00,00:00,3.8,609,Upadhriti Sarna,Dine-in & Delivery,14.092297,84.20465
375,Curry Hub,BBQ,Bengaluru,MG Road,08:00,23:00,3.4,429,Upasna Comar,QSR,18.226004,80.286164
376,Golden House,Chinese,Nashik,Lake View,09:00,23:00,5.0,688,Madhav Sunder,QSR,16.002234,87.12452
377,curry kitchen,Desserts,Kolkata,Central,11:00,00:00,4.1,463,Jai Kumar,Dine-in,13.342291,76.506301
378,The House,Thai,Nashik,MG Road,11:00,01:00,3.9,444,Vincent Guha,Cloud Kitchen,33.59361,75.946088
379,Curry Kitchen,North Indian,Visakhapatnam,Old Town,07:00,22:00,3.5,580,Nandini Mander,QSR,28.807899,86.999033
380,Spicy Corner,Biryani,Kolkata,New Town,10:00,00:00,4.4,399,Udyati Chad,QSR,33.316495,78.157251
381,Green Cafe,Fast Food,BANGALORE,New Town,09:00,01:00,4.1,304,Prisha Sibal,Dine-in,17.117711,79.043277
382,Tasty Hub,Sushi,Kochi,Old Town,10:00,23:00,3.9,280,Zarna Tripathi,QSR,31.547537,79.729173
383,Golden Hub,Bakery,raipur,Park Street,11:00,23:00,3.8,473,Tristan Narang,QSR,12.519561,78.481941
384,Blue Bites,North Indian,Bhubaneswar,New Town,11:00,23:00,4.2,327,Arin Dube,Cloud Kitchen,16.652567,78.621097
385,GRAND CAFE,Mexican,Kochi,Market Area,07:00,01:00,4.1,258,Joshua Keer,Dine-in,22.915816,75.467961
386,Spicy Corner,BBQ,Bhopal,New Town,07:00,22:00,4.1,892,Robert Sridhar,Delivery Only,22.18407,71.042995
387,Curry House,Sushi,Mumbai,Ring Road,10:00,01:00,6.7,183,Damini Banerjee,Cloud Kitchen,21.549522,71.609268
388,Grand Bites,Sushi,PATNA,Park Street,11:00,23:00,5.4,507,Jack Tank,Cloud Kitchen,23.762979,76.277093
389,Spicy Point,BBQ,Pune,Station Road,11:00,23:00,4.1,704,Vedant Rajagopal,Dine-in,15.675506,75.666206
390,The Grill,Mughlai,Kochi,Lake View,10:00,01:00,3.5,313,Priya Bajwa,Dine-in & Delivery,28.748038,75.380225
391,Green Kitchen,,Delhi,Lake View,07:00,23:00,4.2,657,Sudiksha Gopal,Cloud Kitchen,18.647198,87.694794
392,Blue House,Italian,surat,New Town,09:00,23:00,4.0,435,Meghana Joshi,Cloud Kitchen,18.21354,86.894776
393,Blue Diner,South Indian,Coimbatore,Ring Road,09:00,00:00,4.1,596,Abhiram Dhar,Dine-in & Delivery,16.280669,70.153404
394,Royal Point,Sushi,Guwahati,Park Street,10:00,22:00,3.2,251,Wahab Gandhi,Dine-in & Delivery,12.101876,74.306041
395,Royal Grill,Pizza,Bhubaneswar,Market Area,09:00,01:00,3.9,588,Ayush Pai,QSR,26.273645,88.970683
396,Spicy Treats,Healthy Food,Mumbai,Central,08:00,01:00,5.0,427,Neelima Thakkar,Cloud Kitchen,28.133123,85.343556
397,Royal Treats,Mughlai,Patna,New Town,08:00,22:00,4.0,316,Bishakha Chhabra,Cloud Kitchen,32.521934,88.616122
398,Blue House,North Indian,Ahmedabad,New Town,11:00,01:00,4.2,230,Kabir Morar,Dine-in & Delivery,11.936473,84.717879
399,Golden Point,Burgers,Guwahati,Hill Road,11:00,00:00,3.9,259,Aryan Keer,Cloud Kitchen,33.314216,75.079011
400,Urban Grill,Continental,Coimbatore,Station Road,10:00,00:00,2.8,988,Nicholas Nagarajan,QSR,15.187219,84.030694
401,grand bites,BBQ,Lucknow,Central,07:00,00:00,4.3,611,Samaksh Grover,Dine-in,28.182804,75.332186
402,Curry Treats,Continental,Bhubaneswar,New Town,11:00,00:00,4.4,735,Chavvi Khurana,Cloud Kitchen,33.107798,85.71076
403,The Hub,Desserts,Raipur,Old Town,10:00,01:00,4.0,623,Odika Kalla,Dine-in,17.606251,86.039777
404,Curry Grill,Desserts,Ahmedabad,Park Street,11:00,01:00,3.6,415,Farhan Johal,QSR,33.155949,72.701975
405,Royal Corner,South Indian,Pune,Central,10:00,01:00,3.1,490,Bishakha Tara,Delivery Only,14.005333,74.539203
406,Curry Grill,Seafood,Coimbatore,Lake View,08:00,23:00,3.6,423,Zarna Vasa,Dine-in,32.166814,79.769802
407,Grand Cafe,Pizza,Jaipur,Lake View,10:00,23:00,4.3,510,Xavier Rau,QSR,19.415336,87.345899
408,Blue Point,Burgers,Chennai,Station Road,10:00,22:00,4.4,331,Patrick Chaudhry,Cloud Kitchen,18.778273,77.454413
409,Urban Diner,Bakery,Bhopal,Civil Lines,11:00,01:00,4.1,322,Sai Basak,QSR,26.637747,84.296711
410,The Treats,BBQ,Bengaluru,Hill Road,11:00,22:00,3.8,388,Kritika Sama,Delivery Only,22.487481,85.350953
411,Blue Point,Continental,lucknow,Civil Lines,09:00,23:00,3.4,367,Yashodhara Baral,QSR,30.235425,85.955211
412,Golden Cafe,Chinese,Hyderabad,Central,09:00,23:00,4.2,266,Leela Jani,Dine-in & Delivery,23.779643,71.743389
413,Royal Point,Healthy Food,Indore,Ring Road,10:00,22:00,3.6,698,Ekani Dua,QSR,11.48922,86.511893
414,Curry Cafe,Italian,Kolkata,Park Street,09:00,00:00,4.6,616,Yashvi Ray,Dine-in & Delivery,29.457564,73.332178
415, Tasty House  ,Healthy Food,Bhopal,Central,09:00,22:00,4.8,722,Jackson Ramaswamy,Cloud Kitchen,16.011985,70.353045
416,Green Bites,Continental,Kolkata,Central,09:00,23:00,3.9,847,Viraj Date,Dine-in,9.037028,75.345843
417,Grand Bites,Mexican,Ludhiana,Civil Lines,08:00,23:00,4.7,435,Ryan Bhat,Delivery Only,28.838583,81.210725
418,Tasty Treats,Desserts,Raipur,Civil Lines,10:00,23:00,4.0,317,Manya Nigam,Delivery Only,9.182639,76.29654
419,Curry Treats,Italian,Delhi,Civil Lines,08:00,23:00,3.9,139,Sachi Agarwal,Cloud Kitchen,15.628314,88.310942
420,The Grill,Burgers,Ludhiana,Station Road,08:00,22:00,3.6,608,Urvi Choudhary,Dine-in,18.478766,73.154937
421,Royal Cafe,Chinese,Raipur,Market Area,11:00,01:00,3.4,387,Yatan Divan,Delivery Only,12.298814,75.820783
422,The Bites,Pizza,Delhi,Lake View,08:00,22:00,4.2,392,Mahika Rajan,Dine-in & Delivery,10.875184,71.391962
423,Grand Corner,BBQ,Surat,Lake View,10:00,00:00,4.5,689,Arjun Raja,Dine-in,18.894901,73.940608
